l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30
800,11000000000.0,35.0,0,1.0,1,0,1.0,1,0,0,0
6,24000000.0,12.0,0,0.0,1,0,0.0,1,0,1,4
10,13000000.0,10.0,0,0.0,1,0,0.0,1,1,1,0
160,720000000.0,31.0,0,1.0,1,0,1.0,1,1,0,1
65,100000000.0,30.0,0,1.0,0,0,1.0,1,0,1,3
8,30000000.0,10.0,0,0.0,1,0,1.0,1,0,0,3
15,40000000.0,10.0,0,1.0,1,0,0.0,1,1,0,3
35,8000000.0,12.0,0,0.0,0,1,0.0,0,1,0,1
18,8500000.0,32.0,0,1.0,0,1,1.0,1,1,1,0
5,55000000.0,25.0,0,0.0,0,0,0.0,1,0,1,2
290,51000000.0,12.0,0,0.0,1,1,0.0,0,1,0,0
4,30000000.0,30.0,0,0.0,1,1,0.0,0,0,1,1
8,4320000.0,10.0,0,0.0,1,1,0.0,1,0,0,1
5,4800000.0,15.0,0,1.0,0,0,0.0,1,1,0,4
800,1600000000.0,25.0,0,0.0,1,0,0.0,1,0,1,2
24,24000000.0,35.0,0,0.0,1,1,0.0,1,1,1,2
29,84000000.0,36.0,0,0.0,0,0,0.0,1,0,1,3
440,70000000.0,25.0,0,0.0,1,0,0.0,1,0,0,0
35,7500000.0,12.0,0,0.0,1,0,0.0,1,1,0,2
30,17630580.0,46.0,100,1.0,1,0,1.0,1,1,1,0
5,7200000.0,13.0,0,0.0,1,1,0.0,1,1,0,0
120,500000000.0,15.0,0,0.0,1,0,0.0,1,0,1,4
18,15000000.0,10.0,0,0.0,0,1,1.0,1,1,1,0
120,600000000.0,10.0,0,1.0,0,1,1.0,0,0,1,3
116,100000000.0,50.0,0,0.0,0,1,0.0,0,1,1,1
212,339360000.0,12.0,0,0.0,1,1,0.0,0,0,0,1
34,150000000.0,22.0,0,0.0,1,0,1.0,1,1,0,0
7,36000000.0,7.0,0,0.0,1,0,0.0,0,0,1,0
6,550000000.0,35.0,0,0.0,0,0,0.0,1,0,1,2
20,12000000.0,8.0,0,0.0,1,1,0.0,0,0,0,0
20,50000000.0,15.0,0,0.0,1,0,0.0,1,0,1,0
20,5500000.0,5.0,0,1.0,0,0,0.0,1,1,0,3
5,12540000.0,40.0,0,1.0,0,0,0.0,1,0,1,1
350,1500000000.0,30.0,0,1.0,1,0,1.0,1,1,0,0
100,500000000.0,25.0,0,0.0,1,1,0.0,1,1,1,1
100,220000000.0,4.0,0,0.0,1,0,0.0,1,1,1,0
8,12300000.0,15.0,0,0.0,1,0,0.0,1,0,1,3
1,2640000.0,12.0,0,0.0,0,1,0.0,1,0,0,3
145,174000000.0,8.0,0,0.0,1,0,0.0,0,0,0,1
350,980000000.0,32.0,0,1.0,1,0,1.0,1,1,1,3
21,26586320.0,20.0,0,0.0,1,1,0.0,1,0,1,1
10,10500000.0,20.0,0,0.0,1,0,0.0,1,0,0,2
30,400000000.0,15.0,0,0.0,1,0,0.0,0,0,1,0
10,17000000.0,15.0,0,0.0,1,0,0.0,1,0,1,2
500,1000000000.0,25.0,0,0.0,1,0,1.0,0,1,1,3
18,30000000.0,30.0,0,0.0,0,0,0.0,1,0,1,4
475,1000000000.0,20.0,0,0.0,1,0,1.0,1,0,0,1
7,5000000.0,21.0,0,0.0,0,0,0.0,1,0,0,2
12,8640000.0,11.0,0,0.0,1,1,0.0,0,0,0,1
11,100127565.0,20.0,0,0.0,1,1,1.0,1,0,1,0
105,1400500000.0,40.0,0,1.0,1,0,0.0,1,1,0,3
7,9610607.0,40.0,0,1.0,1,0,0.0,1,0,0,3
16,96000000.0,19.0,0,0.0,0,1,0.0,1,0,1,1
150,800000000.0,20.0,0,0.0,1,0,1.0,1,1,0,2
10,2000000.0,15.0,0,0.0,0,0,0.0,1,0,0,4
35,40000000.0,20.0,0,0.0,1,0,0.0,1,1,0,1
75,600000000.0,45.0,0,1.0,1,0,0.0,1,1,0,2
17,15850000.0,15.0,0,0.0,0,1,0.0,1,1,1,1
84,337000000.0,38.0,0,0.0,1,0,0.0,1,1,1,3
7,420000000.0,20.0,0,0.0,1,1,1.0,1,0,1,1
62,44640000.0,12.0,0,0.0,1,1,0.0,0,1,0,0
35,27047000.0,12.0,0,0.0,1,0,0.0,1,1,0,1
120,3800068090.0,8.0,0,0.0,1,0,0.0,1,1,0,1
15,342707277.0,11.0,0,0.0,1,1,1.0,1,1,0,3
10,8000000.0,15.0,0,0.0,0,1,1.0,1,0,0,2
7,10000000.0,20.0,0,0.0,0,0,0.0,1,1,0,3
12,79000000.0,20.0,0,0.0,1,0,0.0,1,0,1,4
223,727000000.0,4.0,0,0.0,1,0,0.0,1,1,1,1
8,5000000.0,12.0,0,0.0,1,0,0.0,1,1,0,3
30,300000000.0,20.0,0,1.0,1,0,0.0,1,0,0,2
10,12600000.0,20.0,0,0.0,0,1,0.0,1,1,1,2
5,7500000.0,5.0,0,0.0,1,1,0.0,0,0,0,1
32,574148347.0,18.0,0,0.0,1,1,1.0,1,0,1,1
10,5000000.0,35.0,0,0.0,1,0,0.0,1,1,1,0
21,200000000.0,35.0,0,0.0,1,0,0.0,1,0,1,2
6,7200000.0,27.0,0,0.0,0,0,0.0,1,0,0,1
6,7580200.0,25.0,0,1.0,1,0,1.0,1,0,1,2
40,60000000.0,20.0,0,1.0,1,0,0.0,0,1,1,3
300,900000000.0,42.0,0,1.0,1,0,1.0,1,0,1,1
70,84000000.0,6.0,0,0.0,1,0,0.0,1,1,1,2
30,350000000.0,40.0,0,1.0,1,0,0.0,1,0,1,2
17,64081712.0,8.0,0,1.0,0,1,1.0,1,0,1,1
3,10000000.0,7.0,0,1.0,1,1,1.0,1,0,0,0
15,15000000.0,36.0,0,0.0,1,0,0.0,1,0,0,3
20,10752638.0,32.0,0,0.0,1,1,0.0,1,0,1,1
10,15000000.0,25.0,0,0.0,0,1,0.0,1,0,1,2
5,1000000.0,10.0,0,0.0,0,0,0.0,1,0,0,2
7,120000000.0,15.0,0,0.0,1,1,0.0,1,0,1,2
12,7000000.0,25.0,0,0.0,0,0,0.0,1,0,0,2
15,150000000.0,38.0,0,1.0,0,0,0.0,1,0,1,1
15,36000000.0,15.0,0,0.0,0,1,0.0,1,0,0,2
18,9920000.0,20.0,0,0.0,1,1,0.0,1,0,0,1
200,230000000.0,12.0,0,1.0,1,0,0.0,1,0,0,2
7,15000000.0,22.0,0,1.0,1,0,1.0,0,1,0,2
56,30000000.0,25.0,0,0.0,1,1,1.0,0,1,1,0
5,2400000.0,8.0,0,0.0,1,0,0.0,1,0,1,4
7,12000000.0,9.0,0,0.0,0,0,0.0,1,0,1,3
50,107000000.0,20.0,0,0.0,1,0,0.0,1,0,0,2
130,2500000000.0,40.0,0,1.0,0,0,0.0,1,1,0,2
80,80020500.0,40.0,0,0.0,1,0,0.0,1,0,0,1
6,20000000.0,10.0,0,0.0,0,0,0.0,1,0,1,4
25,285967400.0,15.0,0,0.0,1,1,0.0,1,1,0,2
13,67840000.0,40.0,0,0.0,0,0,0.0,1,1,1,1
25,480000000.0,27.0,0,1.0,0,1,0.0,1,1,1,0
17,19300000.0,35.0,0,1.0,0,0,0.0,0,1,1,0
185,228960000.0,11.0,0,0.0,1,1,0.0,0,1,0,1
870,1000000000.0,20.0,0,1.0,1,0,1.0,0,0,1,2
7,800000000.0,27.0,0,0.0,1,1,0.0,1,0,1,4
20,85230000.0,10.0,0,0.0,1,1,0.0,1,0,1,4
920,12000000000.0,25.0,0,1.0,1,0,1.0,0,1,1,2
60,800000000.0,23.0,0,0.0,1,0,0.0,1,0,0,2
6,15204240.0,40.0,0,0.0,0,1,0.0,1,0,1,1
6,20000000.0,36.0,0,0.0,0,0,0.0,0,1,0,4
22,100000000.0,20.0,0,0.0,1,0,0.0,0,0,1,3
5,12500000.0,12.0,0,0.0,1,0,0.0,1,1,0,2
10,5000000.0,20.0,0,0.0,0,0,0.0,1,0,0,4
10,30000000.0,30.0,0,0.0,0,0,0.0,1,0,1,4
18,150800000.0,5.0,0,0.0,1,0,0.0,1,0,1,4
110,600000000.0,30.0,0,0.0,1,0,1.0,0,0,0,3
100,600000000.0,30.0,0,1.0,1,1,0.0,1,1,1,1
70,35268580.0,50.0,0,0.0,1,0,0.0,1,0,1,1
248,268560000.0,26.0,0,0.0,1,1,0.0,0,1,0,1
8,64000000.0,27.0,50,0.0,1,0,1.0,1,0,1,4
28,230000000.0,12.0,0,0.0,1,0,0.0,0,0,1,2
12,200000000.0,10.0,0,0.0,1,0,0.0,1,0,1,3
212,366400000.0,30.0,100,0.0,1,0,0.0,0,0,1,2
105,3000000000.0,30.0,0,0.0,1,0,0.0,1,1,1,3
50,60000000.0,18.0,0,0.0,1,0,0.0,1,0,1,1
15,200000000.0,10.0,0,0.0,1,0,0.0,1,1,0,1
40,900000000.0,40.0,0,0.0,1,0,0.0,1,1,0,4
38,78000000.0,23.0,0,1.0,1,1,0.0,1,0,1,3
21,11340000.0,10.0,0,0.0,1,1,0.0,1,1,1,1
8,28000000.0,31.0,0,0.0,0,0,0.0,1,0,1,4
104,700000000.0,28.0,0,0.0,0,0,0.0,1,0,0,2
94,7000000000.0,18.0,0,0.0,1,0,0.0,1,0,1,4
8,20000000.0,20.0,0,0.0,1,0,0.0,1,0,1,2
70,900000000.0,24.0,0,0.0,0,0,0.0,1,0,0,2
112,60480000.0,8.0,0,1.0,1,1,0.0,0,0,0,1
5,3000000.0,25.0,0,0.0,0,1,0.0,1,0,0,0
200,2000000000.0,20.0,0,0.0,1,0,0.0,1,1,1,2
139,5000000000.0,25.0,0,1.0,1,0,0.0,0,1,1,3
15,9000000.0,5.0,0,0.0,1,0,1.0,1,0,0,2
27,260000000.0,10.0,0,0.0,1,0,0.0,1,1,1,1
50,1100000000.0,10.0,0,0.0,0,0,0.0,0,0,1,0
45,300000000.0,20.0,0,1.0,1,1,0.0,1,1,1,1
84,470000000.0,38.0,0,0.0,1,0,0.0,1,1,1,3
120,80000000.0,27.0,0,0.0,1,1,0.0,1,0,1,3
500,6000000000.0,30.0,0,0.0,0,0,0.0,1,0,0,2
21,8652630.0,24.0,0,0.0,1,0,0.0,1,0,0,2
10,15000000.0,27.0,0,0.0,0,0,0.0,0,0,1,3
10,60000000.0,50.0,0,0.0,1,1,0.0,1,1,0,2
2,1000000.0,19.0,0,0.0,1,0,0.0,1,0,1,4
502,451800000.0,35.0,0,0.0,1,1,0.0,0,0,0,1
25,226800000.0,20.0,100,0.0,1,0,0.0,0,0,0,0
10,2000000.0,20.0,0,0.0,1,0,0.0,1,1,0,3
200,540000000.0,28.0,0,0.0,0,0,0.0,1,1,0,0
7,3500000.0,21.0,0,1.0,0,1,0.0,1,0,1,4
105,597000000.0,10.0,0,0.0,1,0,0.0,0,0,1,2
25,15000000.0,20.0,0,0.0,1,0,0.0,1,1,0,4
19,14000000.0,27.0,0,0.0,1,0,0.0,1,0,1,0
16,60000000.0,20.0,0,1.0,1,0,0.0,1,0,0,0
5,4200000.0,10.0,0,0.0,1,1,0.0,1,1,0,0
20,38400000.0,20.0,100,0.0,1,1,0.0,1,0,1,2
10,80000000.0,30.0,0,0.0,0,1,0.0,1,0,1,2
8,2800000.0,4.0,0,1.0,1,0,0.0,1,0,0,0
7,2500000.0,5.0,0,1.0,1,0,1.0,1,1,0,4
12,10000000.0,8.0,0,0.0,1,0,0.0,1,1,1,2
22,3500000.0,8.0,0,0.0,1,0,0.0,1,0,0,3
20,1000000.0,7.0,0,0.0,1,0,0.0,1,0,1,3
15,40000000.0,15.0,0,0.0,1,0,0.0,1,0,1,2
15,30000000.0,33.0,0,0.0,1,0,0.0,1,0,1,3
85,326800000.0,12.0,50,0.0,1,1,0.0,0,1,1,0
30,200000000.0,7.0,0,0.0,1,1,0.0,1,1,1,2
5,10000000.0,10.0,0,0.0,1,0,0.0,1,0,0,4
19,100000000.0,40.0,0,0.0,0,1,0.0,0,0,1,3
250,3000000000.0,15.0,0,1.0,1,0,1.0,0,0,0,1
9,5000000.0,25.0,0,0.0,0,1,0.0,1,0,1,2
48,12420000.0,8.0,0,0.0,1,1,0.0,0,0,0,1
14,70000000.0,20.0,0,0.0,1,0,1.0,1,1,1,3
6,38000000.0,18.0,0,1.0,1,0,1.0,1,0,1,2
15,10000000.0,20.0,0,1.0,0,1,0.0,1,0,1,4
20,36000000.0,15.0,0,0.0,0,0,0.0,1,1,0,0
60,62400000.0,13.0,0,0.0,1,1,0.0,0,1,1,0
10,30000000.0,8.0,0,0.0,0,0,0.0,1,0,1,4
100,1200000000.0,15.0,0,0.0,1,0,0.0,0,0,1,3
30,14500000.0,34.0,0,0.0,1,1,0.0,1,1,1,3
56,86016000.0,7.0,0,0.0,1,1,0.0,0,0,0,1
23,16560000.0,9.0,0,0.0,1,1,0.0,1,0,0,1
8,52000000.0,20.0,0,1.0,1,1,1.0,0,1,1,1
10,30870000.0,23.0,0,0.0,1,0,0.0,1,0,0,4
155,460400000.0,30.0,0,0.0,0,0,0.0,0,0,1,3
7,850000000.0,18.0,0,0.0,0,0,0.0,1,0,0,2
16,16000000.0,45.0,0,1.0,0,0,0.0,1,0,0,2
189,80000000.0,10.0,0,0.0,1,0,0.0,0,0,1,3
14,1500000.0,22.0,0,0.0,0,0,0.0,1,0,0,3
87,500000000.0,40.0,0,1.0,1,0,0.0,1,0,1,2
8,7200000.0,15.0,0,0.0,1,1,0.0,0,0,0,1
52,74880000.0,12.0,0,0.0,1,0,0.0,0,0,0,1
800,1400000000.0,26.0,0,0.0,1,0,0.0,1,0,1,2
80,600000000.0,30.0,0,0.0,1,0,0.0,1,0,1,2
202,1400000000.0,26.0,0,1.0,1,0,0.0,0,1,0,3
10,50000000.0,15.0,0,0.0,1,0,0.0,1,0,1,2
42,200000000.0,20.0,0,0.0,1,0,0.0,0,1,1,2
11,216000000.0,16.0,0,1.0,1,0,0.0,1,0,1,2
750,57000000000.0,30.0,0,1.0,1,0,1.0,0,1,0,1
11,10000000.0,25.0,0,1.0,1,1,0.0,1,0,1,3
175,252000000.0,6.0,0,0.0,1,1,0.0,1,0,0,1
33,45500000.0,12.0,0,0.0,0,1,0.0,0,1,0,1
12,900000000.0,25.0,0,0.0,1,1,1.0,1,0,1,3
500,1500000000.0,20.0,0,1.0,1,1,1.0,1,1,1,0
45,119000000.0,30.0,0,0.0,0,0,0.0,1,0,0,1
53,50000000.0,9.0,0,1.0,1,0,0.0,0,0,1,0
245,340000000.0,18.0,0,0.0,1,0,0.0,0,1,0,0
12,8640000.0,6.0,0,0.0,1,1,0.0,0,0,0,1
178,800000000.0,16.0,0,0.0,1,0,0.0,1,1,1,4
15,8000000.0,35.0,0,0.0,0,0,0.0,1,1,0,1
6,2192361.0,5.0,0,1.0,1,0,0.0,1,0,0,4
13,9000000.0,15.0,0,0.0,0,1,0.0,1,0,1,2
28,10000000.0,4.0,0,1.0,0,1,0.0,0,1,0,2
13,2000000.0,25.0,0,0.0,1,0,0.0,0,0,1,1
23,60000000.0,20.0,0,0.0,0,0,0.0,1,0,0,3
14,50000000.0,30.0,0,0.0,1,0,1.0,0,1,1,2
120,100856300.0,35.0,0,1.0,1,0,1.0,1,1,1,1
63,550000000.0,26.0,0,1.0,1,1,1.0,1,0,1,2
60,450000000.0,20.0,0,0.0,1,0,0.0,1,0,1,2
3,500000.0,30.0,0,1.0,0,0,0.0,1,0,0,4
140,71280000.0,3.0,0,0.0,1,1,0.0,1,0,0,1
10,10896000.0,6.0,0,0.0,0,0,1.0,1,0,1,2
165,2000000000.0,20.0,0,1.0,0,0,0.0,1,1,0,1
9,1800000.0,12.0,0,0.0,0,0,0.0,1,0,0,1
20,70000000.0,15.0,0,0.0,1,0,0.0,1,1,0,0
5,5000000.0,10.0,0,0.0,0,1,0.0,1,0,0,1
8,50000000.0,7.0,0,0.0,1,0,0.0,1,0,1,3
15,300000000.0,8.0,0,1.0,1,1,0.0,1,1,1,2
10,6530000.0,11.0,0,0.0,1,0,0.0,1,0,0,3
56,99456000.0,12.0,0,0.0,1,0,0.0,0,0,0,1
14,130000000.0,35.0,0,0.0,0,0,0.0,1,1,0,2
24,220000000.0,6.0,0,1.0,0,1,0.0,1,0,1,2
54,500000000.0,13.0,0,0.0,1,0,0.0,1,1,1,3
25,300000000.0,21.0,0,0.0,1,0,0.0,1,1,1,3
92,96000000.0,35.0,0,1.0,1,1,0.0,1,1,0,2
57,56000000.0,20.0,0,1.0,1,0,0.0,1,0,0,1
225,378000000.0,14.0,0,0.0,1,1,0.0,0,0,0,1
87,118400000.0,30.0,0,0.0,1,1,0.0,1,0,1,2
5,9600000.0,10.0,0,0.0,1,1,0.0,0,0,0,1
8,9600000.0,5.0,0,0.0,1,1,0.0,0,0,0,1
29,20880000.0,8.0,0,0.0,1,1,0.0,0,0,0,1
48,4000000.0,15.0,0,0.0,1,1,0.0,0,1,0,1
550,3000000000.0,42.0,0,1.0,1,1,0.0,1,1,0,3
300,850000000.0,50.0,40,0.0,1,1,0.0,1,1,0,2
21,25000000.0,34.0,0,0.0,1,0,0.0,1,0,1,3
5,6000000.0,18.0,0,1.0,1,1,0.0,1,0,1,2
20,30000000.0,15.0,0,1.0,1,1,1.0,1,1,1,2
100,3000000000.0,20.0,0,1.0,1,1,1.0,0,1,0,2
145,780000000.0,4.0,0,1.0,0,0,1.0,0,1,0,2
2,2000000.0,10.0,0,0.0,0,0,0.0,1,0,0,3
5,27684600.0,13.0,0,0.0,0,0,0.0,1,0,0,3
120,700000000.0,26.0,0,1.0,1,0,1.0,1,1,1,4
8,5000000.0,20.0,0,0.0,1,0,0.0,1,0,0,4
11,12000000.0,20.0,0,0.0,1,0,0.0,1,0,0,4
5,30000000.0,5.0,0,0.0,0,0,0.0,1,0,1,4
10,15000000.0,20.0,0,0.0,0,0,0.0,1,1,0,3
20,25000000.0,15.0,0,1.0,1,1,0.0,1,1,1,3
6,5000000.0,12.0,0,0.0,1,1,0.0,0,0,0,0
7,30000000.0,4.0,0,0.0,0,1,0.0,1,0,1,0
3,5500000.0,30.0,0,0.0,0,1,0.0,0,0,1,2
20,100000000.0,10.0,0,0.0,0,1,0.0,1,0,1,3
25,614612000.0,18.0,0,0.0,1,0,0.0,0,1,1,0
14,63000000.0,25.0,0,0.0,1,0,0.0,1,1,0,2
10,2500000.0,10.0,0,0.0,0,0,0.0,0,1,0,2
32,14000000.0,20.0,0,0.0,1,1,0.0,1,1,1,1
40,1300000000.0,8.0,0,1.0,0,1,0.0,1,1,1,1
45,700000000.0,18.0,0,0.0,1,0,1.0,1,1,1,0
8,15000000.0,10.0,0,0.0,1,0,0.0,1,0,0,4
12,6000000.0,10.0,0,1.0,0,0,0.0,1,0,0,4
25,700000000.0,38.0,0,0.0,1,0,1.0,1,0,1,3
17,37000000.0,15.0,0,0.0,0,0,0.0,1,0,0,2
70,180000000.0,25.0,0,1.0,1,1,0.0,0,1,1,3
52,87360000.0,11.0,0,0.0,1,1,0.0,0,0,0,1
30,500000000.0,46.0,0,1.0,1,0,1.0,1,1,1,0
16,150000000.0,20.0,0,0.0,0,0,0.0,1,0,1,3
8,12400000.0,30.0,0,0.0,0,0,0.0,1,0,1,1
150,3000000000.0,30.0,0,0.0,1,1,0.0,1,0,1,0
22,5040500.0,40.0,0,0.0,1,0,0.0,1,0,1,2
8,9600000.0,13.0,0,1.0,1,1,0.0,1,0,1,4
5,2000000.0,7.0,0,0.0,0,0,0.0,1,0,0,4
40,400000000.0,7.0,0,0.0,1,0,0.0,1,0,1,2
5,15000000.0,25.0,0,0.0,1,0,0.0,1,0,0,0
53,72000000.0,20.0,0,1.0,1,0,0.0,0,1,1,2
25,150000000.0,16.0,0,0.0,0,0,0.0,1,0,1,0
20,50000000.0,16.0,0,1.0,1,1,0.0,1,1,1,0
73,329850000.0,30.0,0,1.0,1,1,0.0,0,1,1,1
37,150000000.0,30.0,0,1.0,1,0,1.0,1,0,1,0
90,10528640300.0,36.0,85,0.0,1,0,1.0,1,0,1,1
27,100000000.0,6.0,0,0.0,1,0,0.0,1,0,1,4
1015,39000000000.0,23.0,0,1.0,1,0,1.0,1,1,1,2
35,70000000.0,18.0,0,0.0,1,1,0.0,1,0,1,3
12,68000000.0,32.0,0,0.0,1,0,0.0,1,0,1,4
40,2000000000.0,23.0,0,0.0,1,1,0.0,0,0,0,2
10,15000000.0,40.0,0,0.0,0,0,1.0,1,0,1,1
35,120000000.0,20.0,0,1.0,1,0,0.0,1,1,0,0
4,9200000.0,20.0,0,1.0,0,1,0.0,1,0,1,2
8,15000000.0,8.0,0,0.0,1,0,0.0,1,0,1,3
203,50000000.0,6.0,0,1.0,1,1,0.0,1,1,1,2
5,640000000.0,10.0,0,1.0,1,0,0.0,0,0,1,1
25,19000000.0,10.0,0,1.0,1,0,0.0,0,1,0,1
238,1200000000.0,30.0,0,0.0,0,1,0.0,1,0,1,1
150,220000000000.0,10.0,0,0.0,1,0,0.0,1,0,1,2
12,15212316.0,28.0,0,0.0,0,0,0.0,1,1,0,2
15,7000000.0,40.0,0,0.0,1,1,0.0,1,0,1,1
7,13000000.0,30.0,0,0.0,1,0,0.0,1,0,1,4
8,36000000.0,27.0,0,1.0,1,1,0.0,1,0,0,2
31,600000000.0,30.0,0,0.0,1,0,0.0,1,0,1,0
10,130000000.0,10.0,0,0.0,1,0,0.0,1,1,1,0
256,4000000000.0,20.0,0,0.0,1,1,0.0,1,1,0,1
9,7000000.0,8.0,0,0.0,1,0,1.0,0,0,1,0
53,540000000.0,30.0,0,1.0,1,0,1.0,1,1,0,0
25,12635790.0,19.0,0,0.0,1,0,0.0,1,0,1,0
45,50000000.0,16.0,0,1.0,1,0,0.0,1,1,0,1
5,1800000.0,20.0,0,1.0,1,0,0.0,1,1,0,3
150,22452000.0,8.0,0,0.0,0,0,0.0,1,0,0,4
40,60000000.0,9.0,0,0.0,0,0,0.0,1,1,1,1
25,70000000.0,15.0,0,0.0,1,0,0.0,1,0,1,2
73,198000000.0,30.0,0,0.0,1,0,1.0,1,1,0,2
110,850000000.0,22.0,0,0.0,1,0,0.0,0,0,1,3
60,40500000.0,19.0,0,0.0,1,1,0.0,0,1,1,0
96,168586994.0,22.0,52,0.0,1,0,1.0,1,0,1,1
23,32000000.0,18.0,0,0.0,1,0,1.0,1,1,0,2
148,1000000000.0,15.0,0,0.0,0,0,0.0,0,1,0,4
6,2000000.0,6.0,0,1.0,1,0,0.0,1,0,0,3
22,36000000.0,11.0,0,1.0,0,0,0.0,1,0,0,3
7,100000000.0,15.0,50,0.0,0,1,0.0,1,0,1,2
1,10800000.0,15.0,0,1.0,0,1,0.0,0,0,1,1
12,7600000.0,20.0,0,0.0,1,0,0.0,1,0,1,3
40,55000000.0,20.0,0,0.0,1,0,0.0,1,1,0,0
120,10000000.0,29.0,0,1.0,0,1,0.0,1,0,1,2
15,400000000.0,16.0,0,1.0,1,1,0.0,1,0,1,4
16,900000000.0,26.0,0,0.0,1,0,1.0,1,1,1,4
10,2200000.0,25.0,0,0.0,0,0,0.0,0,0,0,1
9,36000000.0,21.0,0,0.0,0,0,0.0,1,0,0,4
362,50000000.0,5.0,10,0.0,1,0,0.0,1,1,0,3
70,105080000.0,17.0,0,0.0,1,0,0.0,1,1,1,2
7,15000000.0,10.0,0,0.0,1,0,0.0,1,0,1,2
160,3856922560.0,50.0,0,0.0,1,0,1.0,1,0,1,1
824,31000000000.0,25.0,0,1.0,1,0,1.0,1,1,1,2
90,1500000000.0,20.0,0,0.0,1,0,0.0,1,0,0,4
8,2400000.0,30.0,0,0.0,1,0,0.0,1,0,0,0
470,10000000000.0,26.0,0,1.0,1,0,1.0,1,0,0,3
12,21000000.0,35.0,0,0.0,0,0,0.0,1,0,1,2
45,300000000.0,26.0,0,1.0,1,1,0.0,1,1,1,2
6,2300000.0,18.0,0,0.0,0,1,0.0,1,0,0,3
12,80000000.0,40.0,0,0.0,1,0,0.0,0,1,1,2
23,185000000.0,8.0,0,0.0,1,0,0.0,1,0,1,2
250,1500000000.0,30.0,0,1.0,0,0,1.0,1,1,1,2
8,3000000.0,20.0,0,1.0,0,0,0.0,1,0,0,4
25,18635200.0,25.0,100,0.0,1,0,1.0,1,1,1,1
7,24000000.0,30.0,0,0.0,1,0,0.0,1,0,1,0
32,20000000.0,30.0,0,0.0,1,1,0.0,1,1,1,0
10,100000000.0,10.0,0,0.0,1,0,0.0,0,0,1,0
100,64800000.0,12.0,0,0.0,1,1,1.0,0,1,0,0
10,10000000.0,6.0,0,0.0,0,0,0.0,1,0,0,3
31,25800000.0,20.0,0,0.0,1,1,0.0,0,0,1,2
6,14000000.0,7.0,0,0.0,0,1,0.0,1,1,1,3
60,22800000.0,3.0,0,1.0,1,0,1.0,0,1,1,0
49,254000000.0,30.0,0,0.0,0,0,0.0,1,0,0,2
120,1000000000.0,25.0,100,1.0,1,0,0.0,0,1,1,3
150,1000000000.0,25.0,0,0.0,0,0,0.0,0,1,1,4
14,35520000.0,15.0,0,0.0,1,0,0.0,1,0,1,0
120,800000000.0,12.0,0,0.0,1,1,0.0,1,1,1,3
8,17000000.0,5.0,0,0.0,1,0,0.0,1,0,0,2
7,20000000.0,23.0,0,1.0,1,0,0.0,1,0,1,2
40,48000000.0,9.0,0,0.0,1,1,0.0,1,1,1,1
8,84000000.0,21.0,0,0.0,0,0,0.0,1,1,0,2
50,48956000.0,15.0,0,0.0,1,1,0.0,0,0,0,1
80,750000000.0,20.0,0,1.0,1,0,0.0,1,1,0,2
5,8437000.0,11.0,0,1.0,0,1,0.0,1,1,0,3
355,23700000000.0,21.0,35,1.0,1,0,1.0,0,1,0,1
12,9000000.0,5.0,0,0.0,1,0,0.0,1,0,1,0
15,60000000.0,30.0,0,0.0,0,0,0.0,1,0,1,1
1200,150000000000.0,8.0,0,0.0,1,0,0.0,1,1,1,3
40,500000000.0,8.0,0,0.0,1,0,0.0,1,0,1,3
53,4800000000.0,24.0,0,0.0,1,0,0.0,1,0,1,3
15,24600000.0,15.0,0,0.0,1,1,0.0,0,0,0,1
7,26000000.0,15.0,0,1.0,1,1,0.0,1,1,1,4
21,16500000.0,16.0,0,0.0,0,0,0.0,1,0,0,1
9,20000000.0,13.0,0,0.0,1,1,0.0,1,1,1,3
50,300000000.0,20.0,0,1.0,1,1,0.0,1,0,1,2
111,348328959.0,30.0,0,0.0,1,1,0.0,0,1,0,2
25,27000000.0,14.0,0,0.0,1,1,1.0,1,1,0,1
40,500000000.0,20.0,80,1.0,1,0,0.0,1,0,0,4
9,60000000.0,24.0,0,0.0,1,1,0.0,1,0,1,4
18,10500000.0,8.0,0,1.0,1,0,0.0,1,1,1,2
25,13603000.0,20.0,0,0.0,1,1,0.0,1,0,1,2
3,800000.0,15.0,0,1.0,1,0,0.0,1,0,1,3
50,20000000.0,25.0,0,0.0,0,0,0.0,0,0,1,3
5,12000000.0,11.0,0,0.0,1,1,0.0,1,0,0,3
7,900000.0,26.0,0,1.0,1,0,0.0,1,0,0,4
1000,500000000.0,30.0,50,1.0,1,0,1.0,0,1,0,3
450,1400000000.0,12.0,0,1.0,1,1,1.0,1,1,0,0
40,48000000.0,15.0,0,1.0,1,0,0.0,1,0,1,1
40,100000000.0,6.0,0,0.0,1,0,0.0,1,0,1,0
6,3500000.0,20.0,0,1.0,1,0,0.0,1,1,1,0
7,50000000.0,20.0,0,0.0,1,0,0.0,1,0,1,0
12,8640000.0,6.0,0,0.0,1,1,0.0,0,0,0,1
110,480000000.0,22.0,0,1.0,1,1,0.0,1,1,1,1
225,900000000.0,20.0,0,0.0,1,0,1.0,1,0,0,0
30,200000000.0,30.0,0,0.0,1,0,0.0,1,0,1,4
4,7200000.0,30.0,0,0.0,0,1,0.0,1,0,0,1
82,13000000000.0,20.0,50,1.0,1,1,1.0,1,1,1,4
