l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30
266,9400000000.0,15.0,0.0,0,1,0,1,0.0,1,1.0,3.0
4,24600000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,1.0
10,40000000.0,23.0,0.0,0,0,0,0,1.0,0,0.0,0.0
12,130000000.0,8.0,0.0,0,1,0,0,0.0,1,0.0,0.0
12,25000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0
300,40000000000.0,12.0,50.0,1,1,0,0,0.0,1,0.0,4.0
3,129800000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,1.0
6,144000000.0,28.0,0.0,0,0,0,1,1.0,0,0.0,0.0
325,830000000000.0,30.0,0.0,1,0,1,0,1.0,0,1.0,1.0
11,288000000.0,16.0,0.0,1,0,0,0,1.0,0,0.0,0.0
15,60000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0
16,100000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0
9,182500000.0,24.0,0.0,0,0,0,0,1.0,0,0.0,3.0
5,38250000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,2.0
8,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,0.0
4,16450000.0,12.0,0.0,0,0,0,0,1.0,0,1.0,2.0
6,150000000.0,6.0,0.0,0,0,0,0,1.0,0,0.0,2.0
5,30000000.0,10.0,0.0,0,1,0,0,1.0,0,0.0,0.0
350,8000000000.0,30.0,0.0,1,1,0,0,1.0,0,0.0,0.0
12,217920000.0,10.0,0.0,1,0,0,0,0.0,0,0.0,4.0
15,150000000.0,16.0,0.0,1,0,0,1,1.0,1,0.0,1.0
7,400000000.0,15.0,0.0,1,0,0,0,0.0,0,0.0,3.0
20,80000000.0,10.0,0.0,1,0,1,0,0.0,1,0.0,0.0
20,200000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,0.0
57,13000000000.0,44.0,0.0,0,1,0,1,1.0,1,1.0,1.0
2,27400000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,0.0
10,150000000.0,9.0,0.0,1,0,0,0,1.0,0,0.0,2.0
92,2000000000.0,20.0,0.0,1,1,1,1,1.0,1,0.0,1.0
5,2000000.0,15.0,0.0,0,0,0,0,0.0,1,0.0,3.0
4,74850000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,0.0
5,38000000.0,9.0,0.0,1,0,0,0,1.0,0,0.0,3.0
3,8000000.0,40.0,0.0,0,0,0,0,0.0,0,0.0,4.0
222,100000000000.0,18.0,0.0,1,1,1,1,0.0,1,0.0,0.0
12,500000000.0,20.0,0.0,0,1,0,0,1.0,0,0.0,0.0
5,74500000.0,19.0,0.0,0,0,0,0,1.0,0,0.0,2.0
5,75000000.0,15.0,0.0,1,0,0,0,1.0,1,0.0,2.0
10,438000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,3.0
4,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,0.0
5,5000000.0,10.0,0.0,0,0,0,0,1.0,1,0.0,4.0
10,85000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,1.0
6,20000000.0,5.0,0.0,1,0,0,0,1.0,0,0.0,4.0
17,280000000.0,7.0,0.0,0,0,0,0,0.0,0,0.0,0.0
3,15000000.0,30.0,0.0,1,0,0,0,1.0,0,0.0,4.0
7,50000000.0,10.0,0.0,1,0,0,0,1.0,0,0.0,3.0
3,54230000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0
2,29000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,4.0
11,650000000.0,5.0,0.0,0,0,0,0,0.0,0,0.0,4.0
15,2700000000.0,12.0,0.0,0,0,0,0,1.0,0,0.0,0.0
4,24000000.0,10.0,0.0,0,1,0,0,0.0,1,1.0,2.0
5,150000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,3.0
16,766000000.0,16.0,0.0,0,0,0,0,0.0,0,1.0,4.0
5,24000000.0,15.0,0.0,1,0,0,0,1.0,0,0.0,0.0
2,26650000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,2.0
8,40000000.0,15.0,0.0,0,0,0,1,1.0,0,0.0,0.0
50,3000000000.0,15.0,15.0,0,1,0,0,1.0,0,0.0,0.0
25,1000000000.0,15.0,0.0,1,1,1,1,1.0,1,1.0,2.0
8,70000000.0,15.0,0.0,1,0,0,0,1.0,0,0.0,1.0
200,5483616000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,2.0
3,29790000.0,26.0,0.0,0,0,0,0,1.0,0,0.0,1.0
3,1200000000.0,16.0,0.0,0,0,0,0,0.0,0,0.0,2.0
4,360000000.0,25.0,0.0,0,0,0,0,1.0,0,0.0,2.0
10,38000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,1.0
290,12000000000.0,5.0,0.0,1,1,1,1,1.0,1,0.0,1.0
5,360000000.0,12.0,0.0,0,0,0,0,0.0,1,1.0,1.0
4,86500000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0
3,180000000.0,20.0,0.0,0,0,1,0,1.0,0,1.0,3.0
8,6000000.0,38.0,0.0,1,0,0,0,1.0,0,0.0,4.0
200,12000000000.0,7.0,0.0,1,0,1,0,1.0,1,0.0,1.0
140,3000000000.0,16.0,0.0,0,1,0,1,1.0,1,1.0,1.0
128,700000000.0,20.0,0.0,1,1,0,0,0.0,1,0.0,0.0
4,74700000.0,10.0,0.0,0,0,0,0,0.0,0,0.0,4.0
8,45000000.0,10.0,0.0,1,0,0,0,1.0,1,0.0,0.0
7,255000000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,3.0
8,50000000.0,15.0,100.0,0,0,0,0,1.0,0,0.0,1.0
3,62350000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,4.0
2,14875000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,0.0
15,900000000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,0.0
3,150000000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,1.0
3,24700000.0,27.0,0.0,0,0,0,0,1.0,0,0.0,1.0
5,40000000.0,17.0,0.0,0,0,0,0,1.0,1,0.0,3.0
5,7200000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,4.0
10,180000000.0,27.0,0.0,1,1,0,1,1.0,0,0.0,0.0
2,21600000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,3.0
15,100000000.0,18.0,0.0,0,1,0,0,1.0,0,0.0,0.0
10,45000000.0,15.0,0.0,0,0,1,0,1.0,1,1.0,3.0
350,365000000000.0,25.0,0.0,0,1,0,1,1.0,0,0.0,0.0
3,43160000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0
35,3000000000.0,43.0,0.0,0,1,0,1,1.0,1,1.0,1.0
5,25000000.0,3.0,0.0,0,1,0,0,1.0,0,0.0,4.0
6,100000000.0,15.0,0.0,0,0,0,0,1.0,1,0.0,4.0
4,89000000.0,29.0,0.0,0,0,0,0,1.0,0,0.0,1.0
5,27200000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0
15,400000000.0,10.0,0.0,0,1,1,0,1.0,0,0.0,0.0
40,70000000000.0,25.0,100.0,1,0,1,1,1.0,1,1.0,3.0
15,5000000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,0.0
25,200000000.0,25.0,0.0,1,1,0,0,0.0,1,0.0,3.0
4,29430000.0,19.0,0.0,0,0,0,0,1.0,0,0.0,1.0
80,2000000000.0,20.0,0.0,1,1,0,0,1.0,0,0.0,0.0
10,6000000000.0,10.0,0.0,0,1,0,0,1.0,0,0.0,0.0
50,1200000000.0,17.0,0.0,1,1,1,0,0.0,1,0.0,1.0
80,150000000.0,39.0,0.0,0,1,0,1,1.0,0,0.0,4.0
116,30000000000.0,47.0,0.0,1,1,0,1,1.0,1,1.0,0.0
7,10000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,3.0
8,121000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,1.0
15,60000000.0,19.0,0.0,0,0,0,0,1.0,0,0.0,0.0
150,400000000000.0,30.0,20.0,0,1,0,0,0.0,1,1.0,4.0
5,30450000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,1.0
4,12000000.0,16.0,0.0,0,1,0,0,1.0,0,0.0,4.0
3,18960000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,3.0
4,5000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,3.0
11,584000000.0,23.0,0.0,0,0,0,0,1.0,0,1.0,1.0
400,400000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0
4,164000000.0,7.0,0.0,0,0,0,0,1.0,0,0.0,4.0
5,40000000.0,24.0,0.0,0,0,0,0,1.0,1,0.0,4.0
200,3000000000.0,26.0,0.0,1,1,0,0,1.0,0,0.0,1.0
1,50000000.0,10.0,0.0,0,0,1,0,1.0,0,0.0,1.0
4,45500000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0
20,6000000000.0,25.0,0.0,1,0,1,0,1.0,0,1.0,3.0
20,500000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,2.0
10,150000000.0,12.0,0.0,1,1,0,0,1.0,0,0.0,2.0
