l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30
8.0,24000000.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
5.0,180000000.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1200.0,480000000.0,9.0,80.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0
21.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
8.0,400000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
100.0,80000000.0,20.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8.0,45000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
30.0,200000000.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
6.0,80000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
5.0,5000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
8.0,32000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9.0,8000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5.0,6750000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
8.0,80000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,15000000.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
5.0,108000000.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,95000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
7.0,20000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
5.0,100000000.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
70.0,886796680.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
7.0,36000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6.0,28000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
9.0,321000000.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0
5.0,32000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14.0,255000000.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75.0,650000000.0,30.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
5.0,28000000.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
5.0,50000000.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
9.0,960000000.0,5.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
5.0,12000000.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
3.0,11000000.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
8.0,50000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
26.0,80000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
30.0,900000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
158.0,80000000.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
5.0,500000000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,16500000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
16.0,50000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
30.0,1500000000.0,8.0,40.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
5.0,23400000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,80000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,450000000.0,13.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
55.0,150000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
7.0,18000000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
13.0,4000000000.0,6.0,50.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
12.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5.0,198000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107.0,1000000000.0,10.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6.0,325000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,25000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
5.0,27071000.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
210.0,80000000.0,29.0,51.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0
27.0,80000000.0,20.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12.0,32000000.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
5.0,80000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
115.0,80000000.0,15.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
5.0,72000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
8.0,180000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
7.0,10000000.0,20.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
16.0,60000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5.0,32000000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,15000000.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
10.0,80000000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
64.0,994480000.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
83.0,80000000.0,13.0,70.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
6.0,14000000.0,20.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1.0,10000000.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
76.0,200000000.0,3.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
7.0,48000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
10.0,300000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
21.0,250000000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
15.0,456070000.0,12.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
250.0,21000000000.0,15.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5.0,21000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,13000000000.0,26.0,65.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
8.0,112000000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
7.0,33000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
40.0,144000000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18.0,30000000.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
26.0,50000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18.0,550800000.0,8.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15.0,60000000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10.0,270000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,184000000.0,10.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5.0,14650000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
54.0,120000000.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,150000000.0,28.0,100.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5.0,76000000.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
4.0,324000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
12.0,50000000.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
26.0,80000000.0,10.0,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
102.0,1092000000.0,7.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,50000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,40000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
15.0,120000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,1000000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
66.0,80000000.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
24.0,200000000.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
140.0,950000000.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10.0,89000000.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
15.0,500000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
6.0,12000000.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,42560000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
25.0,580000000.0,19.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
12.0,447000000.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,17200000.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
5.0,10000000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.0,5878500000.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14.0,60480000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.0,600000000.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
10.0,105000000.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,434050000.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
810.0,2000000000.0,25.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
12.0,473000000.0,10.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13.0,50000000.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0
27.0,3000000000.0,6.0,50.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
265.0,80000000.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
11.0,40000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2800.0,2000000000.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
24.0,30000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20.0,123600000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
5.0,72000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,13000000.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
343.0,24000000000.0,20.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
1.0,36000000.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4.0,72000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.0,80000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
22.0,80000000.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
31.0,200000000.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0
24.0,1130525000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,195000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
25.0,1585000000.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
10.0,70000000.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
5.0,288000000.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5.0,14000000.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
17.0,30000000.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
5.0,30000000.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
40.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
10.0,110000000.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,50000000.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,39000000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7.0,16500000.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
4.0,13000000.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
10.0,80000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5.0,17000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
380.0,480000000.0,15.0,80.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
5.0,20000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
7.0,36000000.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
75.0,1500000000.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
24.0,80000000.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
7.0,14000000.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
7.0,400000000.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
272.0,200000000000.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,10000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
12.0,58300000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,80000000.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7.0,80000000.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5.0,1938500000.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16.0,56898000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9.0,57120000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2.0,80000000.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
4.0,240000000.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
15.0,220000000.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,36000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
90.0,125000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
158.0,2000000000.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
80.0,10000000000.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
15.0,1600000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20.0,45000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
105.0,12000000000.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
21.0,600000000.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7.0,263000000.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
5.0,68000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
5.0,80000000.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7.0,35000000.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9.0,16000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40.0,80000000.0,15.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
6.0,36000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,80000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18.0,127750000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
25.0,80000000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
15.0,765000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
23.0,950000000.0,16.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15.0,45000000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12.0,26880000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
17.0,80000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5.0,40000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10.0,25000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
110.0,500000000.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
105.0,900000000.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
9.0,252000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
6.0,12000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7.0,43200000.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10.0,360000000.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
