l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30,exporter
13.0,340000000.0,9.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,18000000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
10.0,115000000.0,9.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6.0,26780000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
18.0,600000000.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0
15.0,36000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
9.0,80000000.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0
282.0,1000000000.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0
18.0,80000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
11.0,1000099000.0,11.0,60.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0
14.0,55000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
8.0,24000000.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0
5.0,180000000.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
1200.0,480000000.0,9.0,80.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0
21.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0
8.0,400000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0
100.0,80000000.0,20.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0
8.0,45000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
30.0,200000000.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1
6.0,80000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
5.0,5000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
8.0,32000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
9.0,8000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
5.0,6750000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
8.0,80000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
7.0,15000000.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
5.0,108000000.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
5.0,95000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1
7.0,20000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0
5.0,100000000.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
70.0,886796680.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1
7.0,36000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
6.0,28000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
9.0,321000000.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1
5.0,32000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
14.0,255000000.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
75.0,650000000.0,30.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0
5.0,28000000.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1
5.0,50000000.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1
9.0,960000000.0,5.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0
5.0,12000000.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0
3.0,11000000.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
8.0,50000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
26.0,80000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1
30.0,900000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
158.0,80000000.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1
5.0,500000000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
15.0,16500000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
16.0,50000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
30.0,1500000000.0,8.0,40.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5.0,23400000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.0,80000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.0,450000000.0,13.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
55.0,150000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
7.0,18000000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0
13.0,4000000000.0,6.0,50.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0
12.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0
5.0,198000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
107.0,1000000000.0,10.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
6.0,325000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
5.0,25000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
5.0,27071000.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0
210.0,80000000.0,29.0,51.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0
27.0,80000000.0,20.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
12.0,32000000.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0
5.0,80000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
115.0,80000000.0,15.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1
5.0,72000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0
8.0,180000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
7.0,10000000.0,20.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0
16.0,60000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
5.0,32000000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5.0,15000000.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
10.0,80000000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
64.0,994480000.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1
83.0,80000000.0,13.0,70.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1
6.0,14000000.0,20.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
1.0,10000000.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
76.0,200000000.0,3.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1
7.0,48000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
10.0,300000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0
21.0,250000000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0
15.0,456070000.0,12.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
250.0,21000000000.0,15.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
5.0,21000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,13000000000.0,26.0,65.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1
8.0,112000000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0
7.0,33000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0
40.0,144000000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18.0,30000000.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0
26.0,50000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0
18.0,550800000.0,8.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
15.0,60000000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
10.0,270000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
13.0,184000000.0,10.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
5.0,14650000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
54.0,120000000.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20.0,150000000.0,28.0,100.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
5.0,76000000.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
4.0,324000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1
12.0,50000000.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0
26.0,80000000.0,10.0,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0
102.0,1092000000.0,7.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19.0,50000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
5.0,40000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
15.0,120000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6.0,1000000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
66.0,80000000.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
5.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0
24.0,200000000.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0
140.0,950000000.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10.0,89000000.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0
15.0,500000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0
6.0,12000000.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14.0,42560000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
25.0,580000000.0,19.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
12.0,447000000.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
13.0,17200000.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0
5.0,10000000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
6.0,5878500000.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14.0,60480000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12.0,600000000.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0
10.0,105000000.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,434050000.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
810.0,2000000000.0,25.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1
12.0,473000000.0,10.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
13.0,50000000.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0
27.0,3000000000.0,6.0,50.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1
265.0,80000000.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0
11.0,40000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2800.0,2000000000.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
24.0,30000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
20.0,123600000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0
5.0,72000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,13000000.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
343.0,24000000000.0,20.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0
1.0,36000000.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
4.0,72000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
6.0,80000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
22.0,80000000.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
31.0,200000000.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0
24.0,1130525000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
5.0,195000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
25.0,1585000000.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0
10.0,70000000.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
5.0,288000000.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0
5.0,14000000.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0
17.0,30000000.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0
5.0,30000000.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
40.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0
10.0,110000000.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,50000000.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1
5.0,39000000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
7.0,16500000.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,13000000.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0
10.0,80000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
5.0,17000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1
380.0,480000000.0,15.0,80.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0
5.0,20000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
7.0,36000000.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
75.0,1500000000.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0
24.0,80000000.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
7.0,14000000.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
7.0,400000000.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0
272.0,200000000000.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.0,10000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0
12.0,58300000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23.0,80000000.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
7.0,80000000.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0
5.0,1938500000.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
16.0,56898000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
9.0,57120000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
2.0,80000000.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0
4.0,240000000.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0
15.0,220000000.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
6.0,36000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
90.0,125000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0
158.0,2000000000.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0
80.0,10000000000.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0
15.0,1600000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
20.0,45000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
105.0,12000000000.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1
21.0,600000000.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0
7.0,263000000.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0
5.0,68000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
5.0,80000000.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
7.0,35000000.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
9.0,16000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
40.0,80000000.0,15.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1
6.0,36000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0
5.0,80000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
18.0,127750000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
25.0,80000000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
15.0,765000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0
23.0,950000000.0,16.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
15.0,45000000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
12.0,26880000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
17.0,80000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
5.0,40000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10.0,25000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
110.0,500000000.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0
105.0,900000000.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0
9.0,252000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0
6.0,12000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0
7.0,43200000.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
10.0,360000000.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
259.48983781582785,1000000000.0,23.94691466809472,45.39813998928959,0.0,0.3946914668094722,0.3946914668094722,0.0,0.3946914668094722,0.6053085331905278,0.0,1.7893829336189444,1
79.1958365330736,999140056.5368092,21.286344547989426,0.0,0.8442131407263114,1.0,0.0,0.0,0.0,0.15578685927368863,0.0,2.0,1
75.1711616019474,2000000000.0,7.0,65.10117843675823,0.0,1.0,0.0,0.0,0.0,0.0,0.06998316518916814,2.9300168348108317,1
10.633745177645896,401971651.66378725,9.929583869150456,0.0,0.0,0.9295838691504561,0.0,0.0,1.0,0.0,0.0,3.0,1
46.359194624385275,80000000.0,18.298105893768962,0.0,0.7910812823846398,0.7910812823846398,0.7910812823846398,0.0,0.0,0.7910812823846398,0.20891871761536018,0.41783743523072037,1
165.23484262987088,80000000.0,6.986569449527848,43.42287033648101,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.6711435168240505,1
272.32174585856563,1000000000.0,23.58646781296164,48.10149140278771,0.0,0.3586467812961639,0.3586467812961639,0.0,0.3586467812961639,0.6413532187038361,0.0,1.7172935625923278,1
381.37581475117054,80000000.0,9.745836350930261,82.20854456511829,0.0,1.0,0.0,0.0,0.0,1.0,0.25416364906973876,2.0,1
12.382264710473468,99731863.52426971,11.751803527391674,0.0,0.7047094115810613,0.29529058841893874,0.0,0.0,0.7047094115810613,0.0,0.0,1.4094188231621225,1
103.387246178807,12322550764.2386,20.580406113908804,20.965799675509032,0.0,1.0,0.0,1.0,0.3225507642386005,1.0,1.0,2.0,1
351.87699478604645,1000000000.0,20.453990615225976,63.650234619350584,0.15133020507532557,0.15133020507532557,0.0,0.0,0.0,0.8486697949246744,0.0,1.1513302050753256,1
27.950680028369568,1945351467.4231884,5.6831066572101445,77.70408017021741,0.0,0.8633786685579712,0.0,0.8633786685579712,0.13662133144202881,0.13662133144202881,0.0,0.8633786685579712,1
12.873267009269643,49126732.99073035,7.253465981460712,0.0,0.0,0.7089109969101186,0.0,0.0,0.0,0.0,0.0,2.0,1
744.1464968780714,1500000000.0,13.366160277105108,48.94360046184185,0.0,1.0,0.0,0.5528199769079077,0.5528199769079077,0.5528199769079077,0.0,1.341540069276277,1
52.8373102319497,130174492.81761007,9.186040574591194,70.34898563522015,0.0,0.7034898563522015,0.0,0.7034898563522015,0.2965101436477985,0.0,0.0,2.593020287295597,1
20.283506296859578,2580219143.5537233,6.419780856446277,29.010957177686176,0.0,1.0,0.0,0.5802191435537235,0.0,0.5802191435537235,1.0,2.0,1
35.63655275907808,80000000.0,7.074483323133497,0.0,0.25620694359445806,1.0,0.25620694359445806,0.0,0.0,0.25620694359445806,0.0,0.0,1
46.402979880298815,80000000.0,12.323670939223668,0.0,0.6115137108656805,0.6115137108656805,0.0,0.6115137108656805,0.0,0.6115137108656805,1.0,2.0,1
93.30927720718029,12203640799.293653,24.857681474396635,59.69637827398438,0.0,1.0,0.08159418040024036,1.0,1.0,1.0,1.0,2.163188360800481,1
6.362940394179074,215917042.19561622,11.953336235034119,0.10369725547973552,0.0,0.005184862773986776,0.0,0.0,0.9948151372260132,0.0,0.0,2.0,1
56.00054015720865,80000000.0,14.255788829897272,88.83683244845908,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1
26.799588372921477,809713697.6756021,10.971369767560212,7.77095814048169,0.0,1.0,0.0,0.0,1.0,0.8057260464879578,1.0,2.6114520929759157,1
2602.145782487202,2000000000.0,15.361531747000651,0.0,0.0,1.0,0.0,0.0,0.0,0.9290590830000723,1.0,1.0709409169999278,1
180.0,80000000.0,7.4128646911444465,18.096485183583347,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1
33.3507230486002,1487714015.488466,8.507685310393969,42.53842655196985,0.0,1.0,0.0,1.0,0.9492314689606031,1.0,0.050768531039396936,0.10153706207879387,1
11.20632004265462,50000000.0,8.54646859580264,0.0,0.0,1.0,0.0,0.0,0.1133828510493401,0.1133828510493401,0.0,2.11338285104934,1
27.3474256092649,80000000.0,26.668598737515545,0.0,0.0,0.027616771873704704,0.0,0.0,0.027616771873704704,0.0,0.9723832281262953,1.9723832281262954,1
1654.5125157805596,2000000000.0,12.20978405956803,29.479457314470892,0.0,1.0,0.0,0.0,0.0,0.5788648955075587,0.5788648955075587,1.8422702089848826,1
16.577111845271304,71015585.96828939,30.930681138873393,0.0,0.0,0.0,0.0,0.0,0.0,0.561525876981913,0.43847412301808697,0.8769482460361739,1
152.15425023505614,2983921594.114402,8.311895458819203,47.041829470663956,0.3279738647048006,1.0,0.0,0.3279738647048006,0.0,0.3279738647048006,0.0,2.3440522705903986,1
43.46803064565697,80000000.0,15.671847332525267,0.0,0.6718473325252681,1.0,0.6718473325252681,0.0,0.32815266747473193,1.0,0.0,1.3126106698989277,1
66.7907491010994,995335829.7243371,13.705457784005187,0.0,0.1550416167277442,1.0,0.0,0.0,0.0,0.8449583832722558,0.0,2.0,1
108.9467715220108,80000000.0,15.018159111689469,0.0,0.018159111689468932,1.0,0.018159111689468932,0.0,0.9818408883105311,0.018159111689468932,0.0,0.9818408883105311,1
71.46347560967627,2140933185.6893072,7.805332489653184,61.946675103468166,0.0,1.0,0.16106649793063665,0.0,0.16106649793063665,0.0,0.16106649793063665,3.0,1
263.7052007610356,5198644228.142487,12.954335343636547,0.0,1.0,1.0,0.13959538168832475,1.0,0.13959538168832475,1.0,0.13959538168832475,1.4187861450649741,1
32.74271054503994,5316138232.4383335,20.49547551071445,0.0,0.749748639484136,1.0,0.749748639484136,0.749748639484136,0.749748639484136,0.749748639484136,1.0,3.499497278968272,1
27.32038097060039,80000000.0,14.533983186846921,0.0,0.0388347344294232,1.0,0.0,0.0388347344294232,0.9611652655705768,1.0,0.0388347344294232,3.922330531141154,1
9.87714139728744,43328158.6771891,9.909796544019668,0.0,0.3032655146732228,0.6967344853267772,0.0,0.0,0.3032655146732228,0.0,0.0,2.6065310293464456,1
769.2793637669413,1500000000.0,13.555010873640136,49.25835145606689,0.0,1.0,0.0,0.5370824271966554,0.5370824271966554,0.5370824271966554,0.0,1.3887527184100337,1
24.060138823835633,3078396298.0310497,7.959907450776245,33.66743791019796,0.0,1.0,0.3266512417960409,1.0,0.3266512417960409,1.0,1.0,2.653302483592082,1
