l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30,exporter
6,24000000.0,3.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
89,1000000000.0,25.0,0.0,1,1,1,1,1.0,1,0.0,2.0,0
40,950000000.0,20.0,0.0,1,1,1,0,1.0,0,0.0,0.0,0
8,45000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
10,210000000.0,6.0,0.0,1,0,0,0,1.0,1,0.0,3.0,0
20,80000000.0,28.0,0.0,1,0,0,0,1.0,1,0.0,0.0,0
12,210000000.0,38.0,0.0,1,1,1,1,1.0,1,0.0,3.0,1
10,50000000.0,26.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
51,500000000.0,28.0,0.0,0,1,0,0,1.0,0,0.0,1.0,0
3,19040000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
5,100000000.0,22.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
2,22000000.0,8.0,0.0,1,0,0,1,1.0,0,0.0,2.0,0
9,72000000.0,7.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
7,2500000000.0,10.0,0.0,1,1,1,0,1.0,1,1.0,2.0,0
25,100000000.0,20.0,0.0,0,1,0,0,1.0,1,0.0,1.0,1
450,7000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0,1
8,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
50,650000000.0,35.0,90.0,1,1,0,0,1.0,0,0.0,0.0,0
25,20000000.0,33.0,0.0,1,1,0,0,1.0,0,0.0,3.0,0
266,9400000000.0,15.0,0.0,0,1,0,1,0.0,1,1.0,3.0,1
4,24600000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
10,40000000.0,23.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
12,130000000.0,8.0,0.0,0,1,0,0,0.0,1,0.0,0.0,0
12,25000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
300,40000000000.0,12.0,50.0,1,1,0,0,0.0,1,0.0,4.0,0
3,129800000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
6,144000000.0,28.0,0.0,0,0,0,1,1.0,0,0.0,0.0,0
325,830000000000.0,30.0,0.0,1,0,1,0,1.0,0,1.0,1.0,1
11,288000000.0,16.0,0.0,1,0,0,0,1.0,0,0.0,0.0,0
15,60000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
16,100000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
9,182500000.0,24.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
5,38250000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,2.0,0
8,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
4,16450000.0,12.0,0.0,0,0,0,0,1.0,0,1.0,2.0,0
6,150000000.0,6.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
5,30000000.0,10.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
350,8000000000.0,30.0,0.0,1,1,0,0,1.0,0,0.0,0.0,0
12,217920000.0,10.0,0.0,1,0,0,0,0.0,0,0.0,4.0,0
15,150000000.0,16.0,0.0,1,0,0,1,1.0,1,0.0,1.0,0
7,400000000.0,15.0,0.0,1,0,0,0,0.0,0,0.0,3.0,0
20,80000000.0,10.0,0.0,1,0,1,0,0.0,1,0.0,0.0,0
20,200000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
57,13000000000.0,44.0,0.0,0,1,0,1,1.0,1,1.0,1.0,1
2,27400000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
10,150000000.0,9.0,0.0,1,0,0,0,1.0,0,0.0,2.0,0
92,2000000000.0,20.0,0.0,1,1,1,1,1.0,1,0.0,1.0,0
5,2000000.0,15.0,0.0,0,0,0,0,0.0,1,0.0,3.0,0
4,74850000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
5,38000000.0,9.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
3,8000000.0,40.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0
222,100000000000.0,18.0,0.0,1,1,1,1,0.0,1,0.0,0.0,0
12,500000000.0,20.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
5,74500000.0,19.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
5,75000000.0,15.0,0.0,1,0,0,0,1.0,1,0.0,2.0,0
10,438000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
4,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
5,5000000.0,10.0,0.0,0,0,0,0,1.0,1,0.0,4.0,0
10,85000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,1.0,0
6,20000000.0,5.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
17,280000000.0,7.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
3,15000000.0,30.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
7,50000000.0,10.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
3,54230000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
2,29000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
11,650000000.0,5.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0
15,2700000000.0,12.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
4,24000000.0,10.0,0.0,0,1,0,0,0.0,1,1.0,2.0,0
5,150000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
16,766000000.0,16.0,0.0,0,0,0,0,0.0,0,1.0,4.0,0
5,24000000.0,15.0,0.0,1,0,0,0,1.0,0,0.0,0.0,0
2,26650000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
8,40000000.0,15.0,0.0,0,0,0,1,1.0,0,0.0,0.0,0
50,3000000000.0,15.0,15.0,0,1,0,0,1.0,0,0.0,0.0,1
25,1000000000.0,15.0,0.0,1,1,1,1,1.0,1,1.0,2.0,0
8,70000000.0,15.0,0.0,1,0,0,0,1.0,0,0.0,1.0,0
200,5483616000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,2.0,1
3,29790000.0,26.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
3,1200000000.0,16.0,0.0,0,0,0,0,0.0,0,0.0,2.0,0
4,360000000.0,25.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
10,38000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
290,12000000000.0,5.0,0.0,1,1,1,1,1.0,1,0.0,1.0,0
5,360000000.0,12.0,0.0,0,0,0,0,0.0,1,1.0,1.0,0
4,86500000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
3,180000000.0,20.0,0.0,0,0,1,0,1.0,0,1.0,3.0,0
8,6000000.0,38.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
200,12000000000.0,7.0,0.0,1,0,1,0,1.0,1,0.0,1.0,0
140,3000000000.0,16.0,0.0,0,1,0,1,1.0,1,1.0,1.0,0
128,700000000.0,20.0,0.0,1,1,0,0,0.0,1,0.0,0.0,0
4,74700000.0,10.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0
8,45000000.0,10.0,0.0,1,0,0,0,1.0,1,0.0,0.0,0
7,255000000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,3.0,0
8,50000000.0,15.0,100.0,0,0,0,0,1.0,0,0.0,1.0,0
3,62350000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
2,14875000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
15,900000000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
3,150000000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
3,24700000.0,27.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
5,40000000.0,17.0,0.0,0,0,0,0,1.0,1,0.0,3.0,0
5,7200000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
10,180000000.0,27.0,0.0,1,1,0,1,1.0,0,0.0,0.0,0
2,21600000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
15,100000000.0,18.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
10,45000000.0,15.0,0.0,0,0,1,0,1.0,1,1.0,3.0,0
350,365000000000.0,25.0,0.0,0,1,0,1,1.0,0,0.0,0.0,1
3,43160000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
35,3000000000.0,43.0,0.0,0,1,0,1,1.0,1,1.0,1.0,1
5,25000000.0,3.0,0.0,0,1,0,0,1.0,0,0.0,4.0,0
6,100000000.0,15.0,0.0,0,0,0,0,1.0,1,0.0,4.0,0
4,89000000.0,29.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
5,27200000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
15,400000000.0,10.0,0.0,0,1,1,0,1.0,0,0.0,0.0,0
40,70000000000.0,25.0,100.0,1,0,1,1,1.0,1,1.0,3.0,0
15,5000000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
25,200000000.0,25.0,0.0,1,1,0,0,0.0,1,0.0,3.0,0
4,29430000.0,19.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
80,2000000000.0,20.0,0.0,1,1,0,0,1.0,0,0.0,0.0,1
10,6000000000.0,10.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
50,1200000000.0,17.0,0.0,1,1,1,0,0.0,1,0.0,1.0,0
80,150000000.0,39.0,0.0,0,1,0,1,1.0,0,0.0,4.0,0
116,30000000000.0,47.0,0.0,1,1,0,1,1.0,1,1.0,0.0,0
7,10000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
8,121000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
15,60000000.0,19.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
150,400000000000.0,30.0,20.0,0,1,0,0,0.0,1,1.0,4.0,0
5,30450000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
4,12000000.0,16.0,0.0,0,1,0,0,1.0,0,0.0,4.0,0
3,18960000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
4,5000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
11,584000000.0,23.0,0.0,0,0,0,0,1.0,0,1.0,1.0,0
400,400000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
4,164000000.0,7.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
5,40000000.0,24.0,0.0,0,0,0,0,1.0,1,0.0,4.0,0
200,3000000000.0,26.0,0.0,1,1,0,0,1.0,0,0.0,1.0,0
1,50000000.0,10.0,0.0,0,0,1,0,1.0,0,0.0,1.0,0
4,45500000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
20,6000000000.0,25.0,0.0,1,0,1,0,1.0,0,1.0,3.0,0
20,500000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,2.0,0
10,150000000.0,12.0,0.0,1,1,0,0,1.0,0,0.0,2.0,0
168,5805189445.566405,17.509036332911904,0.0,0,0,0,0,0.37725908322797586,0,0.6227409167720241,1.3772590832279759,1
128,10961036867.689766,20.584446984653503,88.24665904603948,0,0,0,0,0.0,0,1.0,1.1168893969307008,1
8,79003963.6385841,20.21587570118743,0.0,0,1,1,1,0.38174611566210714,0,0.38174611566210714,0.7634922313242143,1
17,732689157.0222547,16.27857834689165,0.0,1,0,0,0,1.0,1,0.0,0.3365542148887265,1
243,9468855472.923851,15.0,0.0,0,1,0,1,0.34427736461925784,0,0.6557226353807422,1.9671679061422265,1
169,5800987351.279318,17.54158648386226,0.0,0,0,0,0,0.38539662096556504,0,0.614603379034435,1.385396620965565,1
639,150000000.0,26.08968201383674,31.83863310272102,0,1,0,0,0.6816136689727897,0,1.0,0.6816136689727897,1
16,172531297.3589336,31.868757749643677,0.0,0,1,0,0,1.0,1,0.0,2.31875086107152,1
137,79532525876.17609,26.042778112943612,73.93054717640969,0,1,0,1,1.0,0,1.0,3.739305471764097,1
22,826386890.9973078,20.952449451520874,50.39625457065938,0,0,0,1,1.0,1,0.0,0.0,1
236,45616082700.5561,15.992425337004788,96.92890358691939,1,1,0,0,0.6928903586919394,1,1.0,0.6928903586919394,1
204,293439892382.2491,26.516633955468027,34.83366044531974,0,1,0,0,0.0,1,0.6516633955468026,0.34833660445319736,1
61,787329630.3711414,9.683240759278537,0.0,1,1,0,0,0.06335184814429273,1,0.9366481518557073,1.0,1
36,2960813673.3243537,42.4905777532166,0.0,0,1,0,0,1.0,0,0.9608136733243537,0.9608136733243537,1
93,800000000.0,20.835892063431157,46.5643174627537,1,0,0,0,1.0,0,0.0,0.5820539682844212,1
339,369376625544.7666,25.097258345439258,0.0,0,0,0,1,1.0,0,0.03241944847975253,0.03241944847975253,1
282,9819188753.299234,25.959437664961747,24.65873474616393,0,0,0,0,0.4520281167519127,0,0.5479718832480873,2.1918875329923493,1
206,422168577211.596,26.270412826924357,0.0,0,0,0,1,1.0,0,0.42347094230811855,0.42347094230811855,1
92,11862959432.500084,30.355513190001,51.16682553749625,0,1,0,1,0.43147971625004167,0,1.0,1.0,1
80,10575924575.258085,26.36113137112873,51.83321177322762,0,0,0,0,0.0,0,0.5759245752580846,0.5759245752580846,1
158,13683522447.003597,17.316477552996403,92.6835224470036,1,1,1,0,0.2683522447003598,0,1.0,1.0,1
5,157661383.76534793,29.276897294224657,0.0,0,1,0,0,1.0,0,0.8723102705775344,1.2553794588449312,1
20,762497532.6175843,23.250082246080524,0.0,0,0,0,0,1.0,1,0.0,0.0,1
12,916108802.468782,17.93619191359263,58.05440123439099,0,0,0,0,1.0,1,0.0,0.0,1
35,9734233214.419445,33.00674910814583,0.0,0,0,0,0,0.13288339279027794,0,0.0,0.0,1
1058,3095149201616.6904,35.25759969427472,0.0,1,0,1,0,1.0,0,1.0,1.4381333078562264,1
1582,4630215427943.657,36.75086908461252,23.85968597903402,0,1,0,0,0.7614031402096598,1,0.7614031402096598,1.76140314020966,1
97,3679844779.9002457,15.0,4.802328301496313,0,1,0,0,1.0,0,0.6798447799002458,2.0395343397007375,1
231,272745615237.8208,22.600912395526255,73.99087604473745,0,1,0,0,0.0,1,0.2600912395526255,0.7399087604473745,1
168,258941909671.86542,28.808819237980103,23.823615240397945,0,1,0,1,0.23823615240397944,0,1.0,0.9529446096159178,1
224,9524454222.764742,15.0,0.0,0,1,0,1,0.6222711138237051,0,0.37772888617629485,1.1331866585288846,1
1070,150000000.0,24.79403515881662,53.43274735305634,0,1,0,0,0.4656725264694366,0,1.0,0.4656725264694366,1
314,70021761446.534,25.0,95.03438809316923,0,1,0,1,0.5034388093169223,0,1.0,2.0137552372676892,1
22,422076382.7561593,18.83114574134239,0.0,0,1,0,0,1.0,0,0.0,0.6103819137807965,1
58,2702364825.4906893,16.488175872546556,10.535472382360336,0,1,0,0,1.0,0,0.0,0.0,1
73,1900015112.8381367,19.500075564190684,9.998488716186337,0,0,0,0,1.0,0,0.0,0.0,1
1911,5698610352828.576,41.090749955294726,0.0,0,1,0,1,1.0,0,0.9465147032526311,1.8930294065052622,1
1917,150000000.0,22.124375509350404,95.85414968831984,0,0,0,0,0.04145850311680166,1,0.9585414968831983,0.04145850311680166,1
41,2847143144.0955896,39.48429231419857,0.0,0,1,0,0,1.0,0,0.8471431440955898,0.8471431440955898,1
435,114509480953.72794,18.549051904627206,31.941467141644857,1,1,0,0,0.0,1,1.0,0.6450948095372794,1
84,25056590840.48434,28.518389378482524,76.54407081011651,1,1,0,0,1.0,0,0.043199114873543665,0.043199114873543665,1
132,10000000000.0,35.0,14.54535430090635,0,0,0,0,0.0,1,0.3232300955756967,1.2929203823027868,1
55,9034958100.714714,27.762185755360363,0.0,0,0,0,0,0.48252094964264247,0,0.0,0.0,1
138,47134113834.39189,20.618563817879316,49.3025657771805,0,1,0,0,1.0,0,1.0,2.0139486844563903,1
1848,5526265710248.577,41.00058706565689,0.0,0,1,0,1,0.9167155888047404,1,1.0,1.8334311776094807,1
111,10908295852.741518,21.375562208877216,81.7466267467367,0,0,0,0,0.0,0,0.9082958527415189,0.9082958527415189,1
92,3602440925.901119,35.16826796328545,30.12204629505595,0,0,0,0,0.397559074098881,1,1.0,1.602440925901119,1
102,800000000.0,14.462969476541993,35.70375581233594,1,1,0,0,0.44629694765419925,0,0.5537030523458008,1.0,1
20,110636394.75121145,21.701823160193833,0.0,0,1,0,0,1.0,0,0.21272789502422895,1.0,1
22,589238908.576338,6.076109142366196,0.0,0,0,0,0,1.0,0,0.0,1.0,1
143,352998526973.48315,29.562592100942403,0.0,0,0,0,1,0.21870394952879746,1,1.0,0.21870394952879746,1
138,5488653539.798255,23.794252214122135,0.0,0,1,1,0,0.886535397982552,1,0.886535397982552,0.22692920403489603,1
24,107597798.37439781,21.243276097628733,0.0,0,1,0,0,1.0,1,0.0,1.1381417886254148,1
252,261729689895.35254,20.12875895732795,97.42482085344102,0,1,0,0,0.025751791465589813,0,0.0,0.9742482085344102,1
10,999186248.4060658,15.028481305787697,99.59312420303291,0,0,0,0,1.0,1,0.0,0.0,1
123,206647730.719359,37.1060615251624,5.587115467735004,1,1,0,1,0.94412884532265,1,0.05587115467735004,2.8323865359679496,1
247,32420024765.797462,32.62964443208991,0.0,0,1,0,1,0.26296444320899115,0,0.26296444320899115,1.737035556791009,1
41,11362252689.505033,39.0867580685151,0.0,0,0,0,0,0.45408422983501107,1,0.45408422983501107,0.45408422983501107,1
835,2022639588343.5562,30.000864774062194,0.0,0,1,0,1,1.0,0,0.29416851612130546,0.5883370322426109,1
15,148432597.19870675,24.843259719870673,0.0,0,0,0,0,1.0,1,0.0,1.0,1
281,292068818921.44586,21.559849949124803,68.8030010175039,0,1,0,0,0.31196998982496094,0,0.0,0.6880300101750391,1
31,674455418.864394,26.18481937118687,0.0,0,0,0,0,1.0,1,0.0,0.0,1
13,486686870.5310841,20.665656473445793,0.0,0,0,0,0,1.0,0,0.0,1.0,1
62,3161519236.236015,17.422788543540225,20.653173268260524,0,0,0,0,0.8384807637639851,0,0.16151923623601494,0.3230384724720299,1
12,376433472.2363871,27.669646550844938,0.0,1,1,0,0,1.0,0,0.0,1.8521829500938822,1
51,844515283.514206,11.112882087855153,22.257641757103052,0,0,0,1,0.22257641757103053,1,0.7774235824289695,0.7774235824289695,1
202,191874649401.28195,21.98325800977126,100.0,0,1,0,0,0.39665160195425186,0,0.39665160195425186,2.1899548058627554,1
7,166215463.6834835,26.810865996544543,0.0,0,1,0,0,1.0,0,0.8918969087767766,0.8918969087767766,1
175,44600568706.84544,13.905862681996332,98.53395178307974,1,1,0,0,0.8533951783079745,1,1.0,0.8533951783079745,1
49,723001074.696141,18.726544867770677,0.0,0,1,0,1,0.5133261686923929,1,0.4866738313076071,0.4866738313076071,1
278,39623460978.49292,18.530386027886777,76.67719275754722,1,1,0,0,1.0,1,1.0,1.0,1
162,10000000000.0,35.0,18.841256224794797,0,0,0,0,0.0,1,0.4186945827732177,1.6747783310928708,1
217,291983616200.65,21.09489182408797,86.31385219890039,0,0,0,0,0.13686147801099613,1,0.13686147801099613,1.0,1
84,2000000000.0,28.803599686384167,0.0,1,1,0,0,1.0,0,0.0,0.0,1
250,751893886084.9141,29.526629612635844,0.0,0,0,0,0,1.0,0,1.0,1.0,1
12,490769370.6348546,20.46153146825727,0.0,0,0,0,0,1.0,0,0.0,1.0,1
51,28917868107.31567,28.81622252235743,47.351099105702744,0,1,0,0,0.5918887388212843,0,0.0,0.8162225223574313,1
162,234073015196.30048,28.24890876649843,35.02182467003136,0,1,0,1,0.35021824670031354,0,1.0,1.4008729868012542,1
185,5488397159.291565,20.8754564132504,0.0,0,0,0,0,1.0,0,0.2918188044168002,1.4163623911663996,1
216,117631978408.81145,20.29833686760527,48.16669879641153,0,1,0,0,0.48166698796411533,1,1.0,1.0,1
117,9773207445.926647,27.44024819755491,0.0,0,0,0,0,0.0,1,0.37798759012225447,1.1339627703667634,1
124,800000000.0,17.050843642966598,56.40674914373279,1,1,0,0,0.7050843642966599,0,0.2949156357033401,1.0,1
21,100000000.0,17.015310146836544,0.0,0,1,0,0,0.751275845569712,0,0.0,0.751275845569712,1
89,1066050505.8038197,17.972272761171887,86.78989883923606,0,0,0,1,0.6697474709809015,1,0.0,0.9907575870572956,1
163,8608232582.28358,17.827740777558642,0.0,0,1,0,0,0.5655481555117287,0,0.43445184448827134,1.303355533464814,1
19,232831395.6485825,32.67267434866409,0.0,0,1,0,0,1.0,1,0.0,2.2389534783805836,1
440,109479791321.85829,19.05202086781417,36.46818781032754,1,1,0,0,0.0,1,1.0,0.5947979132185829,1
314,9742883815.123007,26.429460504100213,25.716286134225477,0,0,0,0,0.0,1,1.0,3.5714730252050106,1
72,6000000000.0,11.554156834535991,0.0,0,1,0,0,0.0,1,0.2590261390893317,2.481947721821337,1
233,271303566933.1202,22.328051468914282,76.71948531085717,0,1,0,0,0.0,1,0.23280514689142828,0.7671948531085717,1
72,2177209648.1233068,24.075821906836058,0.0,0,1,0,0,1.0,0,0.17720964812330686,0.17720964812330686,1
78,31522602747.945904,28.2557883430567,59.536932555463835,0,1,0,0,1.0,0,0.25578834305670206,0.7673650291701062,1
10,134051971.35484545,25.448315416775273,0.0,0,1,0,0,1.0,0,0.681039427096909,1.0,1
297,299631093906.1735,25.0,23.750647129246993,0,1,0,1,1.0,0,0.23750647129246993,0.9500258851698797,1
584,24184816438.84955,27.993313213839254,40.02228928720248,1,1,0,0,1.0,1,1.0,1.0,1
12,361462681.64473397,28.5988680358441,0.0,1,1,0,0,1.0,0,0.0,1.9554297817604553,1
21,391710867.8306646,24.336869426453166,0.0,0,0,0,0,1.0,0,0.0,0.9171086783066458,1
50,729255518.1945814,18.017707937947442,0.0,0,1,0,1,0.47162987870279083,1,0.5283701212972092,0.5283701212972092,1
51,734549625.2590166,17.41770913731145,0.0,0,1,0,1,0.436335831606556,1,0.563664168393444,0.563664168393444,1
73,565303947821.1777,28.39578150194653,0.0,0,0,0,0,1.0,0,1.0,1.0,1
35,3000000000.0,42.38121872511958,0.33148996868593805,0,1,0,0,1.0,0,0.9779006687542708,0.9779006687542708,1
894,2941972287465.785,34.21592945900382,0.0,0,0,0,1,1.0,1,1.0,1.4439949613574155,1
11,935462722.3444833,17.258804717943086,67.73136117224163,0,0,0,0,1.0,1,0.0,0.0,1
434,7043400783.298173,29.565992167018273,0.0,0,1,0,0,1.0,0,0.0,0.0,1
35,524867701026.2133,28.15071333955281,0.0,0,0,0,0,1.0,0,1.0,1.0,1
30,10242652854.16402,35.72795856249206,0.0,0,0,0,0,0.08088428472134057,1,0.08088428472134057,0.08088428472134057,1
51,27428705612.696716,28.50598033597848,59.76078656086071,0,1,0,0,0.7470098320107589,0,0.0,0.5059803359784822,1
338,7304588876.8933525,26.954111231066477,0.0,0,1,0,0,1.0,0,0.0,0.0,1
65,33574090159.57914,28.491309058204614,7.543454708976927,0,1,1,0,0.07543454708976927,0,0.07543454708976927,1.9245654529102307,1
76,5413898269.554524,28.33784568090747,0.0,0,0,0,0,0.16621543190925292,0,0.0,2.0,1
16,532521365.9879737,21.517663746105438,0.0,0,1,0,0,1.0,0,0.0,0.7831908934135088,1
150,4436915931.434128,27.0550605316057,35.27530265802851,0,0,0,0,0.29449394683942987,0,0.7055060531605701,2.0,1
149,800000000.0,20.00833724994126,79.66651000234965,1,0,0,0,1.0,0,0.0,0.9958313750293707,1
74,2303074944.136185,25.45387583795722,4.546124162042778,0,1,0,0,1.0,0,0.0,0.0,1
149,87937357264.32112,23.46319267448312,100.0,0,1,0,1,1.0,0,0.6157981686207801,3.23159633724156,1
81,2000000000.0,22.628992941569805,0.0,1,1,0,0,1.0,0,0.0,0.0,1
11,204915260.5001464,37.15254341669106,0.0,0,1,0,0,1.0,0,0.08474565833089365,2.8305086833382127,1
15,160324398.14803845,25.0,0.0,0,0,0,0,1.0,0,0.0,1.0,1
68,800000000.0,10.578638977577073,4.6291118206165915,1,1,0,0,0.057863897757707394,0,0.9421361022422926,1.0,1
113,386078795052.9495,29.21095640278374,0.0,0,0,0,1,0.39452179860812986,1,1.0,0.39452179860812986,1
50,33575141767.01551,29.78648786812823,8.54048527487075,0,1,0,0,0.10675606593588438,0,0.0,1.7864878681282312,1
146,10530075909.284252,18.321699676015186,59.790594168273316,0,1,0,1,0.3356600647969632,0,0.6643399352030368,0.6643399352030368,1
20,433935980.7791131,21.60640192208869,0.0,0,0,0,0,1.0,0,0.0,1.0,1
23,202972745.74969143,22.17478689334979,0.0,0,0,0,0,1.0,1,0.0,0.6468483616687238,1
203,701871433283.3422,29.223463232020254,0.0,0,0,0,0,1.0,0,1.0,1.0,1
13,845878949.1409899,20.394236780065352,22.939474570494966,0,0,0,0,1.0,1,0.0,0.0,1
383,6596735985.591027,27.34062075035761,0.0,0,0,0,0,1.0,0,0.0,0.5318758499284779,1
1284,150000000.0,23.081035285615805,63.965490479473175,0,0,0,0,0.36034509520526825,1,0.6396549047947317,0.36034509520526825,1
138,84428110301.72063,22.299749314271313,100.0,0,1,0,1,1.0,1,0.2599498628542627,1.7400501371457373,1
259,595152894889.168,30.0,0.0,0,0,0,0,0.546759153171169,0,1.0,0.546759153171169,1
37,3032315951.1096506,42.095153368929786,0.0,0,1,0,0,1.0,1,1.0,1.064631902219301,1
8,113988175.35844728,13.595270143378915,0.0,0,1,0,0,0.2797635071689457,0,0.2797635071689457,0.2797635071689457,1
134,46480308283.39442,18.990514254827165,58.87932791278138,0,1,0,0,1.0,0,1.0,1.8224134417443725,1
245,289026341291.8455,20.163835533697117,0.0,0,0,0,0,0.3972181179767015,1,1.0,1.0,1
382,6589124166.2123375,27.290423574848703,0.0,0,0,0,0,1.0,0,0.0,0.5419152850302598,1
315,753951293497.2389,28.6681487477625,13.31851252237497,0,0,0,0,0.8668148747762503,0,0.8668148747762503,1.0,1
98,8106680531.438828,19.618998102004184,0.0,0,1,0,0,0.9237996204008369,0,0.07620037959916315,0.22860113879748944,1
142,44049255129.71443,12.773086247240016,99.40531827135383,1,1,0,0,0.9405318271353834,1,1.0,0.9405318271353834,1
159,4618132372.285731,25.833609422615208,29.16804711307604,0,0,0,0,0.4166390577384792,0,0.5833609422615208,2.0,1
12,883767475.7638347,19.068138348265784,41.88373788191737,0,0,0,0,1.0,1,0.0,0.0,1
191,353727938921.0461,30.0,0.0,0,0,0,0,0.08082344816444043,0,1.0,0.08082344816444043,1
44,662412263.0052959,26.420761059752856,6.619873602824491,0,1,0,0,1.0,0,0.0,0.08274842003530614,1
86,849335405.6296829,11.726739197038901,7.400310844452434,0,1,0,1,0.0,1,0.8766614859257927,1.2466770281484145,1
903,2966266701007.6147,34.27776978438302,0.0,0,0,0,1,1.0,1,1.0,1.44841212745593,1
219,1134066295.5451996,21.692320344081985,50.10994433177994,0,1,0,1,0.0,1,0.16483426113700095,2.6703314777259983,1
106,6000000000.0,13.532469300487787,0.0,0,1,0,0,0.0,1,0.5887448834146309,1.8225102331707381,1
105,888959086.5059098,13.113568027706842,13.343862975886466,0,1,0,1,0.0,1,0.7776022837352256,1.444795432529549,1
195,10000000000.0,35.0,23.38334631601404,0,0,0,0,0.0,1,0.5196299181336453,2.0785196725345814,1
148,800000000.0,20.02942789866899,78.82288405324034,1,0,0,0,1.0,0,0.0,0.9852860506655043,1
179,1049304412.0248237,18.72565442086883,37.395661803723556,0,1,0,1,0.0,1,0.37673896993794076,2.2465220601241187,1
129,45382628946.063354,16.257168900406775,74.9578299976072,0,1,0,0,1.0,0,1.0,1.5008434000478559,1
