idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1598820,15725,Retail,Small,Nyanza and Western,Firm,Other services,Nairobi,8,No,Fresh,English,3,7,2025,15,18,2024,12,31,94,Interviewer8,,,,,,Limited partnership,,0,Fully domestically owned (private),0,0,0,Yes,50.0,2020,4,2020,20.0,No,No,,No,,,,Yes,2.0,3.0,0.0,No Losses,,Yes,90.0,No,,No,,,,It is suitable for only some operational needs,Yes,3.0,4.0,1,1,2.0,1,There is only one available internet provider,Wholesale trade of ,100,52000000.0,fifty two million,48000000.0,forty eight million,,100,0,0,,,,,,,,,,0,100,Yes,"China, Hong Kong SAR",Yes,7.0,0.0,7.0,0.0,35.0,No,,Strongly agree,Strongly agree,Tend to disagree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Stayed the same,No,1.0,No,1.0,Yes,"selling of electrical tools and protective gear Initially, the establishment was only selling power tools and gardening tools, and now they introduced electrical tools and protective gear",Yes,"The establishment has introduced a sales tracking system Initially, the establishment was using manual sales tracking, and now they have introduced a sales tracking system that is efficient and saves time",No,,,,,,,,,No,,,Tend to agree,No,,No,Yes,80,0,0,10,0,10,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,60,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,0.0,80," Bank transfers, including through online and mobile banking",,1.0,5,No,,,,,36,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,Yes,365.0,No payments or gifts are paid,,No,,,No,,,1,No obstacle,No obstacle,Major obstacle,No obstacle,Minor obstacle,Very severe obstacle,No obstacle,No obstacle,Minor obstacle,Very severe obstacle,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,3,5,14,9,11,13,1,2,6,12,7,15,8,4,10,Political instability,3,5,14,9,11,13,1,2,6,12,7,15,8,4,10,8,4,100.0,,,,,,4.0,8,0,0,1,,,,,4.0,,Yes,4.0,No severance was paid,4,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Minor obstacle,400,5000.0,Don't know (spontaneous),,,Don't know (spontaneous),13500000.0,1720000.0,,,,2,3,7,2025,16,45,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,4,Face to face only,Yes,Yes,City with population over 1 million,4663,Nyanza and Western,Small (5-19),Retail,Fresh,5.954223,6.0660295,7.609469,154,0,0.0
1598821,15729,Other Manufacturing,Small,Central,Firm,Manufacturing,Central,16,No,Fresh,English,24,7,2025,14,9,2025,6,30,94,Interviewer22,,,,,,Limited partnership,,1,Fully domestically owned (private),0,0,0,No,,2019,2,2020,15.0,No,No,,No,,,,Yes,2.0,3.0,30.0,,1000000.0,No,,No,,No,,,,It is suitable for all operational needs,No,,,1,1,2.0,1,With no difficulty at all,Manufacturing of ,65,12830900.0,Twelve million Eight hundred and thirty thousand nine hundred,7100000.0,Seven million one hundred thousand,85.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to disagree,,,,,,,,,,,,National ,5.0,The market is dominated by a few firms,Increased,No,0.0,No,1.0,Yes,Anticlimb poles. The establishment started producing eco friendly Plastic fencing poles from recycled plastics being the only company in the market to produce them This was a new innovation ie a newly introduced product which we weren't produci,No,,No,,,,,,,,,No,,,Strongly agree,Yes,150000.0,No,No,100,0,0,0,0,0,0,Yes,1200000.0,0.0,30.0,,0.0,,0.0,,0.0,,70.0,,0.0,,0.0,,Yes,No,Yes,State-owned banks or government agency,2023.0,500000.0,No,,,,,,,No,No,No,Other,,,Yes,100,"Other (including e-money, e-wallet, and mobile money",Mobile Money,Payment received in less than a day,0.0,100,"Other (including e-money, e-wallet, and mobile money",Mobile Money,Above 0 but below 0.5%,10,Yes,1.0,No,No,,280,"Yes, fully","Yes, fully",No,,Not eligible,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,4,No obstacle,Minor obstacle,Major obstacle,No obstacle,Minor obstacle,No obstacle,Moderate obstacle,Minor obstacle,No obstacle,Major obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,13,3,15,14,11,5,10,1,4,12,6,2,7,9,8,Access to finance,13,3,15,14,11,5,10,1,4,12,6,2,7,9,8,12,8,100.0,,8.0,4.0,1.0,3.0,,1,7,0,0,,,,,,,Yes,8.0,4.0,No part-time workers,4,2.0,12.0,No,,,No,,No obstacle,Moderate obstacle,3900,90000.0,280,Cubic meters,,28000,3849000.0,962250.0,5000000.0,,10000000.0,9,24,7,2025,15,4,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,4,Face to face only,No,No,City with population over 1 million,2220,Central,Small (5-19),Other Manufacturing,Fresh,4.1606865,4.246628,5.095959,4,0,0.0
1598822,15764,Other Services,Medium,Coast,Firm,Other services,Coast,90,No,Fresh,English,14,7,2025,10,11,2024,12,31,94,Interviewer18,,,,,,Limited partnership,,1,Fully domestically owned (private),0,0,0,No,,2001,15,2001,24.0,No,Yes,ISO 9001,No,,,,Yes,3.0,5.0,20.0,3.0,,Yes,10.0,No,,No,,,,It is suitable for only some operational needs,Yes,1.0,8.0,1,0,,0,With no difficulty at all,Other services ,100,870000000.0,Eight hundred and seventy million,780000000.0,seven hundred and eighty million,,100,0,0,,,,,,,,,,80,20,No,,,,,,,,No,,Strongly agree,Tend to agree,Tend to agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0.0,No,0.0,,,Yes,introduced a specialized forklift and more advanced pulleys for stripping motor vehicles from containers initially we used to remove vehicles from the containers using a manual fork lift and manual pulleys but now we have introduced a motorised,No,,,,,,,,,No,,,Strongly agree,Yes,1000000.0,No,No,70,0,0,30,0,0,0,No,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2023.0,53000000.0,Yes,Yes,Yes,No,No,No,80000000.0,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,90,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,60," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,3,Yes,3.0,Yes,No,,96,"Yes, fully","Yes, fully",No,,Not eligible,Yes,Very much difficult,No,,1.0,,No,,,Yes,One day or less,No,2,Major obstacle,Minor obstacle,Major obstacle,Major obstacle,No obstacle,Minor obstacle,Major obstacle,No obstacle,Minor obstacle,Major obstacle,No obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,2,1,12,5,14,10,9,8,13,11,6,3,4,15,7,Tax rates,2,1,12,5,14,10,9,8,13,11,6,3,4,15,7,65,65,95.0,,,,,,7.0,20,20,25,1,,,,,7.0,,No,,,25,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Minor obstacle,9988,310000.0,105,Cubic meters,,80000,85200000.0,18792000.0,,,,30,14,7,2025,11,16,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,6.0,6,Face to face only,No,No,City with population over 1 million,5210,Coast,Medium (20-99),Other Services,Fresh,47.89683,47.74375,53.814995,58,0,0.0
1598823,15765,Food,Small,Central,Firm,Manufacturing,Central,11,No,Fresh,English,29,8,2025,16,21,2024,12,31,94,Interviewer10,,,,,,Sole proprietorship,,1,Fully domestically owned (private),0,0,0,No,,2021,4,2021,4.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,1,5.0,0,With little difficulty,Manufacturing of ,80,14784000.0,Fourteen million seven hundred and eighty four thousand,13879000.0,Thirteen million eight hundred and seventy nine thousand,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0.0,No,0.0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,75,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,80," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,12,No,,,,,32,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,2.0,,No,,,Yes,12.0,Yes,1,Minor obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,15,12,13,3,8,10,6,11,14,4,1,9,2,5,7,Tax administration,15,12,13,3,8,10,6,11,14,4,1,9,2,5,7,11,8,75.0,,8.0,3.0,4.0,1.0,,2,4,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Minor obstacle,140,3920.0,26,Cubic meters,,3480,3696000.0,73920.0,1420000.0,,2480000.0,10,29,8,2025,18,15,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,Face to face only,No,No,City with population over 1 million,1061,Central,Small (5-19),Food,Fresh,6.3913064,6.4977994,7.381146,1,0,0.0
1598824,15782,Food,Large,Rift Valley,Firm,Manufacturing,Rift Valley,223,No,Fresh,English,30,6,2025,11,32,2024,7,31,94,Interviewer23,,,,,,Partnership,,1,Fully domestically owned (private),0,0,0,No,,2021,62,2021,4.0,No,No,,No,,,,Yes,50.0,2.0,30.0,70.0,,Yes,40.0,No,,No,,,,It is suitable for all operational needs,No,,,1,0,,1,With no difficulty at all,Manufacturing of ,100,727000000.0,seven hundred twenty-seven million,55400000.0,fifty-five million four hundred thousand,70.0,40,60,0,,,,,,,,,2021.0,100,0,,,,,,,,,No,,Tend to disagree,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,0.0,No,0.0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,Yes,Yes,35,15,0,20,0,30,0,No,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2023.0,10000000.0,Yes,No,Yes,Yes,No,No,12000000.0,No,No,Yes,,Application was approved in full,,Yes,60,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,30," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,No time spent,Yes,3.0,No,No,,72,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,No payments or gifts are paid,,No,,,No,,,1,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,Major obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,3,11,10,13,5,6,2,1,7,14,12,4,15,8,9,Electricity,3,11,10,13,5,6,2,1,7,14,12,4,15,8,9,223,61,80.0,,48.0,175.0,12.0,28.0,,10,15,23,1,48.0,,175.0,,40.0,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,No obstacle,218811,5200000.0,1000,Cubic meters,,0,6500000.0,4300000.0,427000000.0,,320000000.0,25,30,6,2025,13,42,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,3,Face to face only,No,No,City with population over 1 million,1079,Rift Valley,Large (100 or more),Food,Fresh,4.3732285,4.3846803,4.5116057,211,0,0.0
1598825,15792,Food,Small,Nyanza and Western,Firm,Manufacturing,Nyanza and Western,20,No,Fresh,English,18,6,2025,10,7,2024,12,31,94,Interviewer25,,,,,,Sole proprietorship,,1,Fully domestically owned (private),0,0,0,No,,2015,50,2015,5.0,No,No,,No,,,,Yes,3.0,1.0,50.0,No Losses,,No,,No,,No,,,,It is suitable for all operational needs,Yes,1.0,4.0,0,1,One day or less,0,Unable to change provider,Manufacturing of ,100,170000000.0,one hundred and seventy million,255000000.0,Two hundred and fifty-five million,20.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,Yes,Yes,Strongly agree,Tend to agree,Strongly disagree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,10 or more production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Only senior managers,No,,"Promotions were based mainly on factors other than performance and ability (for example, tenure or family connections)",Within 6 months of identifying non-manager under-performance,National ,Too many to count,There is competition among many firms,Increased,No,0.0,No,0.0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,60,0,0,40,0,0,0,No,,,,,,,,,,,,,,,,,No,Yes,Yes,Private commercial banks,2023.0,10000000.0,Yes,Yes,Yes,Yes,Yes,Yes,32000000.0,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,95,"Bank transfers, including through online and mobile banking",,1.0,1.0,3,"Other (including e-money, e-wallet, and mobile money",Mobile money,7.0,10,No,,,,,96,"Yes, fully","Yes, fully",Yes,Refund still outstanding,,No,,No,,No payments or gifts are paid,,Yes,30.0,No,Yes,30.0,No,3,No obstacle,Minor obstacle,Major obstacle,No obstacle,Minor obstacle,Very severe obstacle,Major obstacle,No obstacle,No obstacle,Very severe obstacle,Major obstacle,Major obstacle,Very severe obstacle,Minor obstacle,3,13,7,14,10,2,1,11,12,8,5,6,9,15,4,Corruption,3,13,7,14,10,2,1,11,12,8,5,6,9,15,4,18,21,18.0,,5.0,13.0,0.0,3.0,,5,0,0,0,,,,,,,Yes,4.0,4.0,58,58,28.0,6.0,No,,,Yes,No inspection has been concluded,No obstacle,No obstacle,9724,386314.0,150000,Liters,,0,10932359.0,905942.0,138353360.0,,78500000.0,20,18,6,2025,11,44,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different managers/staff,1.0,39.0,5,Face to face only,No,No,Over 250.000 to 1 million,1061,Nyanza and Western,Small (5-19),Food,Fresh,1.5405039,1.5773442,2.003107,148,0,0.0
1598826,15793,Retail,Medium,Coast,Firm,Retail services,Coast,125,Yes,Fresh,English,2,7,2025,12,48,2024,12,31,94,Interviewer26,3.0,Yes,Yes,Yes,,Limited partnership,,1,Fully domestically owned (private),0,0,0,No,,2007,43,2007,21.0,No,No,,No,,,,Yes,4.0,0.0,15.0,No Losses,,Yes,45.0,No,,No,,,,It is suitable for all operational needs,Yes,3.0,One hour or less,1,0,,1,With little difficulty,Retail trade of ,85,28563669.0,Twenty eight million five hundred and sixty three thousand six hundred and sixty nine,25360800.0,Twenty five million three hundred and sixty thousand eight hundred,,100,0,0,,,,,,,,,,35,65,Yes,China,Yes,4.0,10.0,2.0,0.0,24.0,No,,Strongly agree,Strongly agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Only possible to achieve with extraordinary effort,All managers and most production workers,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National ,Too many to count,The market is dominated by a few firms,Increased,Yes,0.0,Yes,0.0,,,No,,No,,,,,,1200.0,Square Feet,,No,,,Strongly agree,No,,No,No,45,25,0,30,0,0,0,Yes,2568800.0,0.0,45.0,,25.0,,0.0,,30.0,,0.0,,0.0,,0.0,,Yes,Yes,Yes,Private commercial banks,2022.0,7500000.0,Yes,No,Yes,Yes,No,Yes,7000000.0,Yes,Yes,Yes,,Still in process,,Yes,75,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,90," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,9,Yes,15.0,Yes,Yes,3.0,72,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,20.0,,No,,,No,,,1,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Minor obstacle,9,8,13,5,3,10,4,12,11,2,15,7,14,1,6,Tax rates,9,8,13,5,3,10,4,12,11,2,15,7,14,1,6,125,88,86.0,,,,,,70.0,85,20,20,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Minor obstacle,400,12000.0,20,Cubic meters,,2100,16500650.0,3256800.0,,7568200.0,,14,2,7,2025,14,10,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,6,Face to face only,No,No,City with population over 1 million,4741,Coast,Medium (20-99),Retail,Fresh,7.518394,7.5664263,8.164589,54,0,0.0
1598827,15849,Hotels and Restaurants,Small,Nyanza and Western,Firm,Other services,Nyanza and Western,12,No,Fresh,English,19,8,2025,12,18,2024,12,31,94,Interviewer25,,,,,,Limited partnership,,1,Fully domestically owned (private),0,0,0,Yes,20.0,2012,8,2012,10.0,No,No,,No,,,,Yes,4.0,12.0,30.0,15.0,,Yes,20.0,No,,No,,,,PIPED WATER NOT USED FOR OPERATIONS,Yes,3.0,6.0,1,0,,1,Unable to change provider,Hotel,45,7000000.0,Seven million,6000000.0,Six million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,The market is dominated by one firm,Increased,Yes,1.0,Yes,1.0,Yes,"In the establishment, we introduced laundry, which we were not doing before After realising that we had a number of customers who needed laundry, we introduced it and really has boosted our sales to us",No,,No,,25.0,30.0,Square Meters,,,,,Yes,30.0,Yes,Strongly agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2025.0,1000000.0,No,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,90,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,1.0,80," Bank transfers, including through online and mobile banking",,2.0,3,Yes,1.0,No,No,,36,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,Yes,Very much difficult,Yes,90.0,No payments or gifts are paid,,No,,,Yes,60.0,Yes,0,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,Very severe obstacle,Very severe obstacle,Very severe obstacle,12,15,11,2,3,4,10,13,7,5,6,14,9,8,1,Tax administration,12,15,11,2,3,4,10,13,7,5,6,14,9,8,1,12,10,100.0,,,,,,6.0,5,2,5,1,,,,,3.0,,No,,,2,2,2.0,12.0,No,,,No,,No obstacle,No obstacle,1300,34000.0,0,,,0,1400000.0,140000.0,,,,15,19,8,2025,20,8,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,5,Face to face only,No,No,Over 250.000 to 1 million,5510,Nyanza and Western,Small (5-19),Hotels and Restaurants,Fresh,8.383161,8.547356,10.819566,156,0,0.0
1598828,15869,Retail,Medium,East and Northeastern,Firm,Retail services,East and Northeastern,15,No,Fresh,English,12,8,2025,15,12,2024,12,31,94,Interviewer17,,,,,,Sole proprietorship,,1,Fully domestically owned (private),0,0,0,No,,2010,5,2010,35.0,No,No,,No,,,,Yes,4.0,1.0,30.0,No Losses,,Yes,2.0,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0,With no difficulty at all,Retail trade of ,90,8000000.0,Eight million,4000000.0,four million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to disagree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0.0,Yes,0.0,,,No,,No,,,,,,175.0,Square Feet,,No,,,Strongly agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,99,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,2.0,99,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,5,Yes,1.0,No,No,,36,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,No payments or gifts are paid,,No,,,Yes,2.0,No,1,No obstacle,Major obstacle,Minor obstacle,No obstacle,Moderate obstacle,Major obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Very severe obstacle,Very severe obstacle,Very severe obstacle,No obstacle,13,12,5,4,8,15,11,14,10,3,6,9,2,7,1,Tax rates,13,12,5,4,8,15,11,14,10,3,6,9,2,7,1,15,18,15.0,,,,,,12.0,3,12,0,1,,,,,12.0,,Yes,1.0,4.0,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Moderate obstacle,200,5000.0,Don't know (spontaneous),,,Don't know (spontaneous),2000000.0,30000.0,,3500000.0,,20,12,8,2025,16,37,Truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,7,Face to face only,No,No,City with population over 1 million,4741,East and Northeastern,Medium (20-99),Retail,Fresh,1.8315668,1.8246274,2.1258929,93,0,0.0
1598829,15912,Other Manufacturing,Medium,Coast,Firm,Manufacturing,Coast,26,No,Fresh,English,14,7,2025,13,52,2024,12,31,94,Interviewer18,,,,,,Partnership,,1,Fully domestically owned (private),0,0,0,No,,2008,50,2008,17.0,No,No,,No,,,,Yes,3.0,2.0,40.0,5.0,,Yes,3.0,No,,No,,,,It is suitable for only some operational needs,Yes,2.0,7.0,1,0,,1,With little difficulty,Manufacturing of ,98,80000000.0,Eighty million,72000000.0,Seventy two million,30.0,100,0,0,,,,,,,,,,90,10,Yes,India,Yes,6.0,2.0,5.0,4.0,20.0,Yes,Yes,Strongly agree,Tend to agree,Tend to disagree,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and some production workers,No,,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Within 6 months of identifying non-manager under-performance,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0.0,No,1.0,Yes,Repair of truck tires initially we used to do retreading of truck tires only but now we also do repairs of truck tires,No,,No,,,,,,,,,No,,,Strongly agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,40,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,20," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,3,Yes,2.0,No,No,,72,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,2,No obstacle,Minor obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,1,3,10,6,14,7,2,13,11,12,8,15,5,4,9,Tax rates,1,3,10,6,14,7,2,13,11,12,8,15,5,4,9,26,34,100.0,,14.0,12.0,0.0,2.0,,14,0,0,1,14.0,,12.0,,2.0,,Yes,8.0,9.0,No part-time workers,No full-time seasonal or temporary workers,,,Yes,2.0,,Yes,Yes,Major obstacle,Moderate obstacle,1834,545209.0,26,Cubic meters,,4800,20000000.0,5000000.0,36000000.0,,52000000.0,21,14,7,2025,14,56,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,Face to face only,No,No,City with population over 1 million,2211,Coast,Medium (20-99),Other Manufacturing,Fresh,6.077713,6.1715274,7.121775,50,0,0.0
