idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1614355,997,Other Manufacturing,Medium,Northern,Establishment,Manufacturing,Northern,15,No,Fresh,English,8,7,2025,12,49,2024,12,31,36,9,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2013,3,2013,12.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,PIPED WATER NOT USED FOR OPERATIONS,No,,,0,0,,0.0,There is only one available internet provider,Manufacturing of ,100,2700000000.0,two billion seven hundred million,1300000000.0,one billion three hundred million,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Strongly agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,95,5,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,5,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,5,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, partially","Yes, partially",Yes,4.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,0.0,No obstacle,Minor obstacle,No obstacle,Don't know (spontaneous),Minor obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,Moderate obstacle,12,7,8,13,1,2,6,3,11,15,9,14,4,5,10,Electricity,12,7,8,13,1,2,6,3,11,15,9,14,4,5,10,15,15,100.0,,10.0,5.0,0.0,2.0,,10,0,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,313,250000.0,43902,Liters,,180000,500000000.0,200000000.0,800000000.0,,3000000000.0,43,8,7,2025,13,28,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,2599,Northern,Medium and Large (20+),Other Manufacturing,Fresh,2.421233,2.642569,4.3530707,80,0,0.0
1614356,1012,Other Services,Medium,Northern,Establishment,Other services,Northern,5,Yes,Fresh,English,27,5,2025,17,21,2024,12,31,36,8,2.0,Yes,Yes,Yes,,Partnership,,1.0,Fully domestically owned (private),0.0,0,0,No,,2000,2,2003,25.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0.0,Don't know (spontaneous),Wholesale trade of ,50,1125000000.0,One billion one hundred twenty five million,980000000.0,Nine hundred eighty million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,Yes,No,Tend to agree,Tend to agree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,70,0,0,0,0,30,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,Yes,0,,,,,50," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,1,Yes,6.0,No,No,,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,Don't know (spontaneous),No,,No,,2.0,,No,,,Yes,21.0,No,3.0,Major obstacle,No obstacle,Major obstacle,Does not apply,Major obstacle,Does not apply,Does not apply,Minor obstacle,Minor obstacle,No obstacle,Major obstacle,Major obstacle,Major obstacle,Minor obstacle,14,12,11,8,5,3,4,7,9,6,15,13,1,10,2,Corruption,14,12,11,8,5,3,4,7,9,6,15,13,1,10,2,7,7,1.0,,,,,,0.0,1,3,3,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Minor obstacle,Moderate obstacle,No elecricity from a utiilty (spontaneous),,0,,,0,16200000.0,0.0,,,,6,27,5,2025,18,29,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4630,Northern,Medium and Large (20+),Other Services,Fresh,8.688811,9.139023,15.505971,83,0,0.0
1614357,1019,Retail,Medium,Eastern,Establishment,Retail services,Eastern,9,Yes,Fresh,English,20,8,2025,9,50,2024,12,31,36,16,2.0,Yes,Yes,Yes,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2013,2,2017,14.0,No,No,,No,,,,Yes,3.0,2.0,0.0,No Losses,,Yes,20.0,No,,No,,,,It is suitable for only some operational needs,Yes,9.0,6.0,0,0,,0.0,With little difficulty,Retail trade of ,100,80000000.0,eighty million,97000000.0,ninety seven million,,100,0,0,,,,,,,,,,70,30,No,,,,,,,,No,,Tend to agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,40.0,There is competition among many firms,Increased,No,0,Yes,1,No,I now sell music systems as well,No,,No,,,,,,10.0,Square Meters,,No,,,Tend to agree,No,,No,Yes,70,20,0,0,0,10,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,Yes,5,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,60," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,2,Yes,2.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,1.0,Minor obstacle,Major obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Moderate obstacle,Very severe obstacle,Minor obstacle,15,11,7,4,6,13,2,5,14,9,12,10,3,8,1,Tax rates,15,11,7,4,6,13,2,5,14,9,12,10,3,8,1,9,9,60.0,,,,,,3.0,4,5,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,200,200000.0,12195,Liters,,50000,30000000.0,9000000.0,,50000000.0,,30,20,8,2025,11,10,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4759,Eastern,Medium (20-99),Retail,Fresh,18.210592,20.200562,37.88092,57,0,0.0
1614358,1029,Retail,Medium,Western,Establishment,Retail services,Western,5,No,Fresh,English,26,6,2025,12,41,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2015,2,2020,,No,No,,No,,,,Yes,0.0,,,No Losses,,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,Don't know (spontaneous),,,1,0,,0.0,Don't know (spontaneous),Retail trade of ,100,20000000.0,Twenty Million,Don't know (spontaneous),,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,0.0,There is competition among many firms,Stayed the same,No,0,Don't know (spontaneous),0,,,No,,No,,,,,,Don't know (spontaneous),,,No,,,Strongly agree,No,,No,No,60,40,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,0,,,,,90,"Other (including e-money, e-wallet, and mobile money",Mobile money,0.0,2,Yes,1.0,No,Don't know (spontaneous),,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,2.0,Moderate obstacle,No obstacle,No obstacle,Does not apply,Minor obstacle,Does not apply,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Major obstacle,Major obstacle,No obstacle,6,13,5,3,2,9,11,14,10,8,12,15,1,4,7,Tax rates,6,13,5,3,2,9,11,14,10,8,12,15,1,4,7,5,Don't know (spontaneous),3.0,,,,,,1.0,3,2,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,35,35000.0,0,,,0,12000000.0,0.0,,Don't know (spontaneous),,Don't know (spontaneous),26,6,2025,13,29,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4771,Western,Medium (20-99),Retail,Fresh,19.38406,22.630829,41.816242,37,0,0.0
1614359,1036,Food,Medium,Central,Establishment,Manufacturing,Eastern,500,No,Fresh,English,31,5,2025,13,4,2024,12,31,36,16,,,,,,Limited partnership,,1.0,Fully domestically owned (private),0.0,0,0,Yes,33.0,2012,200,2012,20.0,No,Yes,ISO 9001 certificate,No,,,,Yes,5.0,1.0,0.0,10.0,,No,,No,,No,,,,It is suitable for all operational needs,No,,,1,0,,0.0,With little difficulty,Manufacturing of ,100,1200000000.0,"one billion,two hundred million",950000000.0,nine hundred fifty million,35.0,70,30,0,,,,,,,,,2016.0,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,All managers and most production workers,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,Local or in some parts of the country,5.0,The market is dominated by a few firms,Increased,No,1,No,1,Yes,"previously it was only 25kgs and 50 kgs of sugar packed, now we introduced 1kg,2kgs and 5kgs",No,,Yes,23000000.0,,,,,,,,No,,,Tend to agree,No,,Yes,Yes,90,5,0,5,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,Yes,80,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,75," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,5,Yes,2.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,2.0,,No,,,Yes,7.0,No,3.0,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Major obstacle,Major obstacle,Minor obstacle,2,11,14,12,13,10,1,4,5,9,8,6,15,3,7,Access to finance,2,11,14,12,13,10,1,4,5,9,8,6,15,3,7,205,200,60.0,,180.0,25.0,72.0,8.0,,110,65,5,1,180.0,,25.0,,80.0,,Yes,2.0,4.0,150,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Minor obstacle,9000,3000000.0,1000,Cubic meters,,1500000,300000000.0,10000000.0,100000000.0,,Don't know (spontaneous),30,31,5,2025,14,12,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1072,Central,Medium (20-99),Food,Fresh,19.744774,23.458492,38.738243,9,0,0.0
1614360,1039,Other Services,Large,Western,Establishment,Other services,Western,150,No,Fresh,English,27,5,2025,14,35,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,1982,6,1986,39.0,Yes,No,,No,,,,Yes,10.0,12.0,50.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,1,0,,0.0,With little difficulty,Construction of,80,,,Don't know (spontaneous),,,100,0,0,,,,,,,,,,100,0,,,,,,,,,Yes,Yes,Tend to agree,Tend to agree,Strongly agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,"Promotions were based mainly on factors other than performance and ability (for example, tenure or family connections)",Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,1,No,0,,,No,,No,,,,,,,,,No,,,Strongly agree,Yes,40000000.0,No,No,80,20,0,0,0,0,0,Yes,400000000.0,0.0,50.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,90,"Bank transfers, including through online and mobile banking",,5.0,0.0,50," Bank transfers, including through online and mobile banking",,0.0,5,Yes,6.0,No,No,,One hour or less,"Yes, fully","Yes, fully",Yes,3.0,,Yes,Very much difficult,Yes,105.0,No payments or gifts are paid,,No,,,No,,,4.0,No obstacle,No obstacle,Moderate obstacle,Moderate obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,7,6,4,8,11,13,12,1,2,9,3,10,14,15,5,Access to finance,7,6,4,8,11,13,12,1,2,9,3,10,14,15,5,80,65,80.0,,,,,,20.0,40,25,15,0,,,,,,,No,,,85,20,15.0,4.0,No,,,Yes,No,Minor obstacle,Minor obstacle,221,221000.0,25,Cubic meters,,125000,Don't know (spontaneous),,,,,Don't know (spontaneous),27,5,2025,17,32,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4100,Western,Large (100 or more),Other Services,Fresh,1.0,1.0358682,1.6637751,44,0,0.0
1614361,1041,Food,Large,Northern,Establishment,Manufacturing,Northern,450,Yes,Fresh,English,22,7,2025,15,29,2024,12,31,36,1,17.0,No,,,Yes,Shareholding company with non-traded shares or shares traded privately,,0.0,Fully domestically owned (private),0.0,0,0,No,,2008,30,2008,15.0,No,Yes,ISO 2000,No,,,,Yes,4.0,2.0,0.0,No Losses,,Yes,1.0,No,,No,,,,It is suitable for all operational needs,Yes,2.0,2.0,1,1,One day or less,1.0,With no difficulty at all,Manufacturing of ,60,150000000000.0,One hundred and fifty billion,120000000000.0,One hundred and twenty billion,100.0,80,5,15,Kenya,Yes,4.0,20.0,4.0,20.0,10.0,No,2009.0,55,45,Yes,Malaysia,Yes,5.0,0.0,5.0,0.0,10.0,No,,Strongly agree,Tend to agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve without much effort,Most managers and most production workers,No,,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,No,"New product branding for the products we produce, this is intended to give our products unique identity",No,,No,,,,,,,,,No,,,Strongly agree,No,,Yes,Yes,10,0,0,60,0,30,0,No,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2024.0,10000000000.0,Yes,No,No,Yes,Yes,No,15000000000.0,No,Yes,No,,Application was approved in full,60.0,Yes,90,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,90," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,6,Yes,2.0,No,Yes,4.0,52,"Yes, fully","Yes, fully",Yes,12.0,,No,,No,,No payments or gifts are paid,,Yes,3.0,No,Yes,One day or less,No,1.0,No obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,Major obstacle,Moderate obstacle,4,13,15,10,11,2,6,7,8,12,1,14,9,5,3,Access to land,4,13,15,10,11,2,6,7,8,12,1,14,9,5,3,400,300,90.0,,320.0,80.0,80.0,20.0,,120,200,0,1,320.0,,80.0,,100.0,,Yes,2.0,4.0,400,380,80.0,12.0,No,,,Yes,Yes,Minor obstacle,Minor obstacle,280000,280000000.0,7272,Cubic meters,,40000000,4300000000.0,645000000.0,10000000000.0,,15000000000.0,30,22,7,2025,16,30,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,50.000 to 250.000,1040,Northern,Large (100 or more),Food,Fresh,1.0,1.0,1.0,79,15,1.0
1614362,1043,Other Services,Small,Central,Establishment,Other services,Central,10,No,Fresh,English,4,9,2025,15,20,2024,12,31,36,21,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2014,10,2014,11.0,No,No,,No,,,,Yes,2.0,0.0,30.0,,240000.0,Yes,2.0,No,,No,,,,It is suitable for only some operational needs,No,,,1,0,,0.0,With no difficulty at all,Other services ,65,12000000.0,TWELVE MILLION,6000000.0,SIX MILLION,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,Yes,70,0,0,30,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2024.0,5000000.0,No,,,,,,,No,Yes,No,,Application was approved in full,12.0,No,15,"Other (including e-money, e-wallet, and mobile money",MOBILE MONEY,1.0,Above 0 but below 0.5%,25,"Other (including e-money, e-wallet, and mobile money",MOBILE MONEY,Above 0 but below 0.5%,No time spent,Yes,2.0,No,No,,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,2.0,Moderate obstacle,Moderate obstacle,Major obstacle,No obstacle,Very severe obstacle,No obstacle,Very severe obstacle,No obstacle,No obstacle,Moderate obstacle,Very severe obstacle,Very severe obstacle,Very severe obstacle,No obstacle,15,14,11,12,3,1,9,10,13,7,4,2,6,5,8,"Crime, theft and disorder",15,14,11,12,3,1,9,10,13,7,4,2,6,5,8,10,8,40.0,,,,,,2.0,4,4,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Minor obstacle,117,150000.0,58,Cubic meters,,280000,500000.0,0.0,,,,8,4,9,2025,16,58,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4520,Central,Small (5-19),Other Services,Fresh,153.42749,157.86737,293.1415,7,0,0.0
1614363,1044,Retail,Medium,Eastern,Establishment,Retail services,Eastern,8,No,Fresh,English,2,9,2025,13,4,2024,12,31,36,16,,,,,,Partnership,,0.0,60,40.0,0,0,No,,2012,4,2012,20.0,Yes,No,,No,,,,Yes,10.0,2.0,0.0,,5000000.0,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,100,50000000.0,fifty million,38000000.0,thirty eight million,,100,0,0,,,,,,,,,,0,100,No,,,,,,,,No,,Tend to agree,Tend to agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,30.0,There is competition among many firms,Increased,No,0,Yes,0,,,Yes,"we offer Christmas packages at the end of year for our daily customers. for example we can give sugar ,soap",No,,,,,,12.0,Square Meters,,No,,,Tend to agree,No,,No,Yes,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,10,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,30," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,4,Yes,3.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,2.0,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Major obstacle,No obstacle,No obstacle,No obstacle,Very severe obstacle,Minor obstacle,Minor obstacle,Minor obstacle,4,6,1,13,10,9,11,12,14,15,8,3,5,7,2,Practices of competitors in the informal sector,4,6,1,13,10,9,11,12,14,15,8,3,5,7,2,8,8,60.0,,,,,,2.0,5,2,1,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,200,200000.0,3658,Liters,,15000,14000000.0,4200000.0,,20000000.0,,30,2,9,2025,14,16,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4730,Eastern,Medium (20-99),Retail,Fresh,18.210592,20.200562,37.88092,57,0,0.0
1614364,1048,Other Services,Small,Central,Establishment,Other services,Central,50,No,Fresh,English,21,5,2025,12,8,2024,12,31,36,19,,,,,,Limited partnership,,1.0,Fully domestically owned (private),0.0,0,0,No,,2008,40,2008,20.0,No,Yes,ISO 9000,No,,,,No,,,,,,Yes,1.0,No,,No,,,,It is suitable for all operational needs,No,,,1,0,,0.0,With no difficulty at all,Other services ,100,1000000000.0,One billion,400000000.0,Four hundred million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,Does not apply (spontaneous),Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Most managers and most production workers,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,Does not apply (spontaneous),Local or in some parts of the country,Too many to count,The market is dominated by a few firms,Stayed the same,No,0,No,0,,,No,,Yes,40000000.0,,,,,,,,No,,,Strongly agree,No,,Yes,Yes,40,40,0,0,0,20,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,80,Credit cards,,Payment received in less than a day,Above 0 but below 0.5%,90," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,No time spent,No,,,,,30,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,Yes,Not difficult at all,Yes,30.0,No payments or gifts are paid,,No,,,No,,,1.0,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,12,2,5,11,15,9,13,14,10,6,1,8,3,7,4,Does not apply,12,2,5,11,15,9,13,14,10,6,1,8,3,7,4,50,30,50.0,,,,,,15.0,35,13,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,300,113700.0,2000,Cubic feet,,58000,100000000.0,15000000.0,,,,5,24,5,2025,10,21,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,6209,Central,Small (5-19),Other Services,Fresh,153.42749,157.86737,293.1415,7,0,0.0
